,Date,Auction ID,Final Judgment,Assessed Value,Plaintiff Max Bid,Beds,Bath,Living Area,ZEstimate,Day Count,Place in Line,Court Year,Defendant Count,Previous Auctions,Status Binary
919,2020-09-21,1267889,881277.03,643960,750000.00,3.0,3.0,1334.0,1091276.0,13,11,2019,2.0,3.0,1.0
927,2020-09-21,1267561,59200.83,53852,62632.78,2.0,2.0,812.0,165882.0,13,8,2019,15.0,2.0,1.0
936,2020-09-14,1267731,195352.48,180069,202992.46,4.0,3.0,1500.0,228955.0,6,4,2018,3.0,2.0,1.0
937,2020-09-14,1268379,590108.98,365310,590108.98,2.0,2.0,926.0,485747.0,6,5,2019,4.0,2.0,0.0
943,2020-09-08,1267256,36113.67,89676,36113.67,2.0,1.0,950.0,192843.0,1,1,2017,2.0,1.0,0.0
956,2020-08-04,1262016,186687.06,135000,143500.00,3.0,2.0,1070.0,173531.0,2,2,2016,4.5,4.0,0.0
980,2020-07-13,1259737,881277.03,643960,881277.03,3.0,3.0,1334.0,1080125.0,7,7,2019,2.0,3.0,0.0
1500,2020-04-20,1257725,265302.28,131900,138750.00,2.0,1.0,1000.0,328315.0,36,29,2019,4.0,2.0,0.0
1528,2020-04-20,1255926,955186.65,645000,955186.65,2.0,2.0,1042.0,854523.0,36,12,2018,5.0,2.0,0.0
1728,2020-04-06,1253354,55542.91,333200,58341.26,3.0,2.0,1350.0,351868.0,55,6,2015,4.0,4.0,0.0
1746,2020-04-06,1252645,186687.06,135000,143500.00,3.0,2.0,1070.0,143263.0,55,10,2016,4.5,4.0,0.0
1757,2020-04-01,1255871,18128.61,313600,18128.61,2.0,2.0,1464.0,391814.0,24,8,2017,5.0,1.0,0.0
1767,2020-04-01,1255870,555577.4,338000,555577.40,3.0,3.0,1684.0,360641.0,24,19,2019,5.0,2.0,0.0
1810,2020-03-31,1252456,206872.81,70682,195000.00,2.0,2.0,1304.0,225921.0,54,19,2016,8.0,1.0,0.0
1819,2020-03-31,1254735,378442.71,267009,378442.71,2.0,2.0,1515.0,489172.0,54,46,2019,4.0,3.0,0.0
1833,2020-03-30,1243789,303308.43,173567,303308.43,1.0,1.0,816.0,355831.0,32,17,2018,4.0,2.0,0.0
1839,2020-03-30,1249198,496834.0,473000,496834.00,3.0,2.0,1458.0,448425.0,32,31,2019,3.0,2.0,0.0
1858,2020-03-25,1251429,621241.69,276200,621241.69,2.0,2.0,1175.0,317069.0,23,10,2018,5.0,2.0,0.0
1886,2020-03-24,1243718,328052.71,393439,328052.71,3.0,2.0,2440.0,553562.0,18,15,2018,3.0,2.0,0.0
1902,2020-03-23,1252888,183397.42,66240,183397.42,0.0,1.0,360.0,347606.0,64,34,2019,4.0,2.0,0.0
1991,2020-03-17,1253783,537391.27,453000,510000.00,3.0,2.0,1458.0,237770.0,30,26,2019,5.0,2.0,0.0
2008,2020-03-16,1249567,76323.88,45362,64500.00,2.0,2.0,990.0,99830.0,71,53,2019,2.0,1.0,0.0
2009,2020-03-16,1247523,322636.44,93762,328117.44,2.0,2.0,1317.0,135138.0,71,52,2019,3.0,2.0,0.0
2044,2020-03-16,1249365,204674.57,75028,93600.00,2.0,2.0,1155.0,135289.0,71,9,2014,4.0,2.0,0.0
2052,2020-03-16,1252819,920891.81,519200,564000.00,4.0,2.0,2830.0,860711.0,71,28,2017,10.0,3.0,0.0
2069,2020-03-11,1252653,177773.94,140000,135000.00,2.0,2.0,870.0,179454.0,16,15,2019,5.0,1.0,1.0
2078,2020-03-10,1250856,480795.31,292193,386000.00,2.0,2.0,1041.0,421984.0,55,18,2018,4.0,1.0,0.0
2084,2020-03-10,1253058,306614.11,99189,119250.00,2.0,2.0,1317.0,135138.0,55,25,2019,3.0,1.0,1.0
2093,2020-03-10,1252852,1382370.94,550848,665100.00,0.0,0.0,2869.0,417171.0,55,27,2019,3.0,1.0,1.0
2099,2020-03-10,1251855,142855.71,125345,133400.00,2.0,1.0,1140.0,192164.0,55,15,2018,7.0,3.0,1.0
2131,2020-03-09,1246408,582550.18,307500,289827.24,1.0,1.0,964.0,417171.0,66,20,2016,7.0,1.0,1.0
2134,2020-03-09,1236871,185965.81,121000,120000.00,1.0,1.0,810.0,372517.0,66,36,2018,4.0,2.0,0.0
2171,2020-03-04,1252414,43419.12,673814,43419.12,2.0,2.0,1595.0,964200.0,57,39,2019,1.0,1.0,1.0
2179,2020-03-04,1251267,582842.9,185145,378698.20,3.0,2.0,1232.0,423178.0,57,8,2017,6.0,1.0,1.0
2193,2020-03-04,1251264,149656.91,92889,157827.35,3.0,2.0,1407.0,195413.0,57,33,2018,4.0,3.0,1.0
2220,2020-03-03,1243960,61071.39,160259,61071.39,1.0,1.0,664.0,349384.0,8,7,2019,2.0,3.0,0.0
2235,2020-03-02,1250828,265884.79,245610,268204.86,2.0,2.0,1024.0,309272.0,59,55,2019,4.0,1.0,1.0
2241,2020-03-02,1251486,79267.35,83037,80170.08,2.0,2.0,750.0,294650.0,59,40,2019,2.0,1.0,1.0
2245,2020-03-02,1239588,190510.64,4827646,190510.64,5.0,6.0,6300.0,399926.0,59,15,2017,3.0,3.0,0.0
2264,2020-03-02,1251471,103843.87,80000,104529.87,1.0,1.0,898.0,112014.0,59,33,2018,3.0,1.0,1.0
2280,2020-02-26,1250757,230599.48,215000,232494.75,1.0,2.0,854.0,303539.0,30,27,2019,11.0,1.0,1.0
2289,2020-02-26,1249987,422258.78,205373,209901.75,3.0,2.0,1470.0,280154.0,30,5,2014,4.0,8.0,1.0
2321,2020-02-24,1249468,80670.28,122222,81754.67,3.0,2.0,1220.0,186826.0,56,49,2019,6.0,1.0,0.0
2332,2020-02-24,1248226,44910.63,143000,44910.63,4.0,2.0,1846.0,172700.0,56,14,2017,1.0,3.0,1.0
2335,2020-02-24,1242936,200999.2,186910,208245.00,2.0,2.0,914.0,324764.0,56,10,2016,4.0,2.0,0.0
2336,2020-02-24,1249364,157106.69,90000,120000.00,1.0,1.0,768.0,348200.0,56,43,2019,7.0,1.0,1.0
2345,2020-02-24,1243150,34715.54,89000,36107.23,2.0,2.0,1594.0,423862.0,56,42,2019,7.0,2.0,1.0
2359,2020-02-24,1241445,632286.5,630785,676844.64,2.0,2.0,1152.0,400600.0,56,54,2019,5.0,3.0,0.0
2360,2020-02-24,1249818,9662.46,92988,10100.00,2.0,2.0,1315.0,121477.0,56,56,2019,1.0,2.0,1.0
2363,2020-02-24,1249947,107747.88,116676,20048.79,2.0,1.0,981.0,309502.0,56,17,2017,2.0,2.0,1.0
2364,2020-02-24,1249200,259748.37,148000,139900.00,1.0,1.0,1230.0,176394.0,56,2,2011,6.0,1.0,1.0
2378,2020-02-19,1248600,269354.26,91463,135000.00,2.0,2.0,917.0,155708.0,36,3,2014,6.0,3.0,1.0
2386,2020-02-19,1249208,3174627.44,876755,887300.00,3.0,3.0,1641.0,400600.0,36,35,2019,4.5,1.0,1.0
2391,2020-02-19,1250048,131682.31,62481,86450.00,1.0,1.0,870.0,275600.0,36,24,2019,7.0,1.0,1.0
2393,2020-02-19,1249604,439106.82,244207,288750.00,2.0,2.0,1470.0,398686.0,36,29,2019,3.0,1.0,1.0
2406,2020-02-18,1250227,145578.19,58509,145578.19,2.0,1.0,1105.0,179176.0,99,45,2017,36.5,3.0,0.0
2415,2020-02-18,1243071,320732.77,251000,320732.77,1.0,1.0,740.0,283233.0,99,27,2016,3.0,1.0,1.0
2536,2020-02-11,1249369,370931.36,258900,339000.00,2.0,2.0,990.0,310234.0,10,8,2019,7.0,1.0,1.0
2544,2020-02-10,1249357,235239.77,104509,108243.90,1.0,1.0,639.0,137380.0,68,17,2016,11.0,1.0,1.0
2577,2020-02-10,1250819,371189.96,266297,371189.96,1.0,1.0,791.0,240996.0,68,36,2018,6.0,3.0,0.0
2600,2020-02-05,1236058,217338.07,148547,182992.11,3.0,2.0,1360.0,251375.0,28,10,2018,5.0,1.0,1.0
2615,2020-02-05,1236217,217840.55,148500,139443.53,1.0,1.0,757.0,167096.0,28,20,2018,3.0,1.0,1.0
2643,2020-02-04,1236185,283325.68,112356,121200.00,2.0,2.0,1061.0,168193.0,26,10,2017,5.0,1.0,1.0
2687,2020-02-03,1247612,15232.85,91633,15395.76,1.0,1.0,728.0,149012.0,63,39,2018,11.0,2.0,0.0
2707,2020-01-29,1247644,120095.86,128000,124365.58,0.0,1.0,518.0,179837.0,8,7,2019,4.0,1.0,1.0
2713,2020-01-28,1243768,249195.34,117335,278601.99,2.0,2.0,1030.0,189754.0,25,11,2016,3.0,6.0,1.0
2722,2020-01-28,1244158,276110.62,346895,285600.17,2.0,2.0,1111.0,418894.0,25,24,2019,4.0,1.0,1.0
2726,2020-01-28,1243883,141467.05,111384,111610.86,2.0,2.0,973.0,195087.0,25,1,2007,4.0,1.0,1.0
2732,2020-01-27,1233527,280220.04,48194,117450.00,2.0,2.0,890.0,271900.0,76,38,2018,3.0,1.0,0.0
2756,2020-01-27,1235034,144317.0,118320,133000.00,3.0,2.0,1255.0,195042.0,76,64,2019,4.0,1.0,1.0
2762,2020-01-27,1246349,1207362.41,608000,720000.00,2.0,2.0,1602.0,913426.0,76,66,2019,2.0,1.0,1.0
2767,2020-01-27,1242911,193976.85,106080,91000.00,2.0,2.0,835.0,146433.0,76,73,2019,3.0,2.0,1.0
2808,2020-01-22,1247629,153507.95,89921,109900.00,1.0,1.0,749.0,132976.0,32,20,2019,2.0,1.0,1.0
2813,2020-01-22,1243722,184596.86,191416,186926.85,1.0,1.0,822.0,249104.0,32,25,2019,2.0,1.0,0.0
2840,2020-01-21,1233273,467812.77,160362,339900.00,2.0,2.0,1421.0,659900.0,110,6,2011,8.0,1.0,1.0
2894,2020-01-21,1246379,85716.94,158000,90091.77,3.0,2.0,1262.0,207154.0,110,45,2018,4.0,2.0,1.0
2898,2020-01-21,1243391,9300.88,61249,9300.88,1.0,1.0,890.0,141248.0,110,109,2019,4.0,1.0,0.0
2911,2020-01-21,1241978,50662.31,164780,50662.31,3.0,2.0,1150.0,218126.0,110,38,2017,2.0,5.0,1.0
2919,2020-01-21,1243177,189123.48,151100,134900.00,2.0,2.0,1157.0,191622.0,110,49,2018,2.0,1.0,1.0
2920,2020-01-21,1247503,825040.32,499524,399900.00,2.0,3.0,1660.0,534662.0,110,18,2015,7.0,1.0,1.0
2922,2020-01-21,1246060,314138.88,133000,350841.07,2.0,2.0,1064.0,172919.0,110,21,2016,9.0,6.0,0.0
2924,2020-01-21,1247307,160798.98,73607,76700.00,2.0,2.0,815.0,171600.0,110,79,2019,15.0,1.0,1.0
2981,2020-01-14,1232327,204674.57,75028,89100.00,2.0,2.0,1155.0,135289.0,36,3,2014,4.0,2.0,0.0
2990,2020-01-14,1247010,583535.73,336680,392490.89,2.0,2.0,960.0,420653.0,36,14,2018,4.0,1.0,1.0
3004,2020-01-13,1241135,125041.58,234934,137801.24,3.0,2.0,1459.0,299008.0,72,39,2018,5.0,3.0,1.0
3008,2020-01-13,1241133,204521.13,141800,170000.00,2.0,1.0,1140.0,198929.0,72,42,2018,5.0,2.0,0.0
3033,2020-01-13,1241022,419760.57,325622,398500.00,2.0,2.0,1073.0,507128.0,72,62,2019,4.0,1.0,1.0
3094,2020-01-08,1245758,99817.75,70821,100862.23,2.0,1.0,800.0,205836.0,58,41,2019,3.0,1.0,1.0
3098,2020-01-08,1243203,63646.19,253725,63646.19,2.0,2.0,1024.0,313557.0,58,53,2019,2.0,1.0,1.0
3101,2020-01-08,1242577,238858.96,102511,163000.00,3.0,2.0,1379.0,251500.0,58,2,2009,5.0,1.0,1.0
3112,2020-01-08,1245455,1038172.57,1254000,999999.00,3.0,4.0,2018.0,1262313.0,58,57,2019,3.0,1.0,1.0
3116,2020-01-08,1243139,166279.28,126200,166279.28,2.0,2.0,1353.0,212804.0,58,30,2018,3.0,1.0,1.0
3140,2020-01-07,1242822,178192.91,95000,114600.00,1.0,1.0,800.0,131977.0,86,11,2014,11.0,1.0,1.0
3148,2020-01-07,1242821,159286.52,151007,160819.53,2.0,2.0,1080.0,198593.0,86,83,2019,2.0,1.0,1.0
3163,2020-01-07,1240871,51901.63,61079,51901.63,1.0,1.0,620.0,73423.0,86,54,2018,4.0,1.0,1.0
3181,2020-01-07,1242917,104359.74,76320,72151.87,0.0,1.0,360.0,348100.0,86,74,2019,7.0,1.0,1.0
3191,2020-01-07,1243633,797657.3,627741,797657.30,2.0,2.0,1130.0,823417.0,86,12,2015,3.0,3.0,1.0
3201,2020-01-06,1234501,415411.56,171000,148200.00,1.0,1.0,1000.0,243687.0,211,83,2017,5.5,1.0,1.0
3219,2020-01-06,1243757,92719.95,170000,95324.96,2.0,2.0,1128.0,236588.0,211,211,2019,3.0,1.0,0.0
3237,2020-01-06,1234725,127827.28,65151,78500.00,2.0,2.0,905.0,84839.0,211,90,2017,7.0,1.0,1.0
3238,2020-01-06,1231382,536046.64,351303,333380.00,3.0,3.0,1226.0,400100.0,211,25,2014,3.0,1.0,1.0
3245,2020-01-06,1236070,615292.58,360270,508371.74,2.0,2.0,1397.0,575921.0,211,33,2015,4.0,10.0,1.0
3250,2020-01-06,1243170,242759.55,85691,245158.56,2.0,2.0,1376.0,251601.0,211,195,2019,2.0,1.0,0.0
3258,2020-01-06,1229774,321341.59,153950,175500.00,3.0,2.0,1465.0,246094.0,211,173,2019,4.0,1.0,1.0
3288,2020-01-06,1229705,239786.7,61700,155000.00,1.0,1.0,672.0,169261.0,211,84,2017,4.0,1.0,1.0
3292,2020-01-06,1238353,284936.75,102637,140400.00,1.0,1.0,741.0,139761.0,211,118,2018,3.0,1.0,1.0
3303,2020-01-06,1241019,386451.45,272000,300900.00,2.0,2.0,1030.0,416700.0,211,102,2018,7.0,4.0,0.0
3311,2020-01-06,1241332,65918.06,132407,65918.06,2.0,2.0,856.0,164012.0,211,66,2017,12.0,3.0,1.0
3332,2020-01-06,1241904,20490.66,179388,31751.80,2.0,2.0,1542.0,348527.0,211,139,2018,1.0,3.0,1.0
3342,2020-01-06,1242548,324754.09,146000,134940.00,1.0,1.0,720.0,183789.0,211,109,2018,7.0,1.0,1.0
3348,2020-01-06,1231683,226808.95,91152,120625.00,2.0,2.0,892.0,148339.0,211,64,2017,4.0,2.0,1.0
3361,2020-01-06,1240882,469165.83,688480,474915.20,0.0,0.0,5296.0,204500.0,211,192,2019,11.0,2.0,1.0
3364,2020-01-06,1241103,199817.79,141100,139900.00,1.0,1.0,918.0,172723.0,211,45,2016,8.0,4.0,0.0
3369,2020-01-06,1241739,86202.92,40130,50000.00,1.0,1.0,720.0,60660.0,211,170,2019,7.0,1.0,1.0
3373,2020-01-06,1243014,653181.52,283248,275300.00,3.0,2.0,1220.0,433740.0,211,48,2016,7.0,2.0,1.0
3379,2020-01-06,1235506,378442.71,267009,378442.71,2.0,2.0,1515.0,494783.0,211,177,2019,4.0,3.0,0.0
3392,2020-01-06,1240275,190405.66,60068,124020.00,0.0,0.0,904.0,167600.0,211,181,2019,2.0,1.0,1.0
3403,2019-12-18,1240948,444654.11,290000,348600.00,1.0,1.0,806.0,273088.0,33,20,2018,8.0,2.0,1.0
3411,2019-12-18,1241313,224686.15,134592,125550.00,2.0,1.0,800.0,159426.0,33,28,2019,6.0,1.0,1.0
3415,2019-12-18,1241264,195252.52,82321,127500.00,1.0,1.0,620.0,147219.0,33,22,2019,3.0,1.0,1.0
3429,2019-12-17,1239972,135003.92,116550,111900.00,1.0,1.0,1125.0,204300.0,28,21,2019,7.0,2.0,1.0
3436,2019-12-17,1241381,137606.32,154900,138760.62,0.0,1.0,600.0,180306.0,28,27,2019,6.0,1.0,1.0
3447,2019-12-16,1239758,122754.84,101115,85000.00,0.0,0.0,321.0,540300.0,61,56,2019,4.0,1.0,1.0
3484,2019-12-16,1228393,149214.4,103037,153004.04,3.0,2.0,1147.0,218966.0,61,39,2018,5.0,1.0,0.0
3488,2019-12-16,1240636,15811.87,190400,16500.00,3.0,2.0,1688.0,259929.0,61,60,2019,1.0,2.0,0.0
3496,2019-12-16,1238375,144323.96,61380,48058.00,1.0,2.0,861.0,167400.0,61,30,2018,8.0,1.0,1.0
3530,2019-12-11,1240880,331271.63,158484,150000.00,3.0,2.0,1652.0,197601.0,57,49,2019,7.0,1.0,1.0
3536,2019-12-11,1240415,293024.92,97272,90720.00,1.0,1.0,432.0,142603.0,57,11,2016,14.0,2.0,1.0
3560,2019-12-09,1226330,38688.67,69156,38688.67,1.0,1.0,825.0,88828.0,88,68,2018,1.0,1.0,1.0
3587,2019-12-09,1239895,94347.71,80600,85265.31,0.0,0.0,584.0,140359.0,88,3,2014,4.0,2.0,1.0
3592,2019-12-09,1227387,262394.02,156450,195000.00,2.0,2.0,845.0,200959.0,88,27,2017,8.0,1.0,1.0
3597,2019-12-09,1236899,258004.89,205394,252000.00,2.0,2.0,1235.0,265358.0,88,30,2017,4.0,1.0,1.0
3621,2019-12-09,1238358,169896.26,137739,143370.00,2.0,2.0,1140.0,175720.0,88,13,2016,4.0,3.0,1.0
3622,2019-12-09,1239754,207848.22,135044,142500.00,2.0,1.0,830.0,158448.0,88,81,2019,4.0,1.0,1.0
3638,2019-12-09,1240198,258157.16,130950,135270.00,2.0,1.0,968.0,204300.0,88,75,2019,6.0,1.0,1.0
3639,2019-12-04,1238004,422258.78,205373,213653.84,3.0,2.0,1470.0,277679.0,28,2,2014,4.0,8.0,0.0
3644,2019-12-04,1235087,128672.7,109290,97658.56,2.0,2.0,960.0,141568.0,28,26,2019,3.0,1.0,1.0
3648,2019-12-04,1235090,176027.52,173019,181735.50,3.0,2.0,1528.0,225424.0,28,25,2019,8.0,1.0,0.0
3664,2019-12-04,1239761,164685.23,124036,164685.23,1.0,1.0,575.0,197060.0,28,5,2016,7.0,1.0,1.0
3684,2019-12-03,1239694,21809.76,79599,21809.76,2.0,2.0,1428.0,150647.0,25,23,2019,1.0,1.0,1.0
3700,2019-12-02,1239688,594726.37,326000,312000.00,3.0,2.0,1930.0,289405.0,75,38,2018,7.0,1.0,1.0
3722,2019-12-02,1237922,137850.25,119500,100800.00,1.0,1.0,756.0,147513.0,75,47,2018,5.0,1.0,1.0
3723,2019-12-02,1237908,292623.02,132000,137700.00,2.0,1.0,722.0,156651.0,75,55,2019,4.0,1.0,1.0
3743,2019-12-02,1237734,199979.41,104908,199979.41,1.0,1.0,635.0,134544.0,75,66,2019,3.0,1.0,1.0
3744,2019-12-02,1226470,222495.37,148516,137280.00,2.0,2.0,1224.0,180757.0,75,26,2017,10.0,1.0,1.0
3747,2019-12-02,1237916,993445.83,323380,337500.00,2.0,2.0,1105.0,397436.0,75,11,2015,6.0,1.0,1.0
3767,2019-11-27,1238342,150208.09,104408,110000.00,2.0,2.0,750.0,143773.0,51,35,2018,3.0,1.0,1.0
3774,2019-11-27,1236797,682401.71,619818,600000.00,2.0,2.0,1694.0,894411.0,51,17,2017,6.0,4.0,1.0
3776,2019-11-27,1238343,124827.84,184500,125653.60,1.0,1.0,980.0,344234.0,51,18,2017,6.0,1.0,1.0
3814,2019-11-26,1232600,150571.07,99750,83200.00,1.0,1.0,648.0,131761.0,16,14,2019,7.0,1.0,1.0
3858,2019-11-25,1238139,336156.88,215000,336156.88,3.0,2.0,1900.0,278960.0,66,64,2019,2.0,1.0,1.0
3869,2019-11-25,1238149,61543.86,98000,61543.86,2.0,1.0,750.0,153158.0,66,65,2019,3.0,1.0,1.0
3895,2019-11-20,1237624,171014.73,113000,95031.74,1.0,1.0,862.0,320800.0,31,28,2019,4.0,1.0,1.0
3896,2019-11-20,1237730,362319.5,486405,362319.50,2.0,0.0,1570.0,363300.0,31,25,2019,3.0,4.0,0.0
3914,2019-11-20,1229323,597504.53,331600,359590.00,2.0,2.0,1425.0,396572.0,31,5,2014,4.0,5.0,0.0
3915,2019-11-19,1234433,3592831.35,3033945,3592831.35,3.0,3.0,4000.0,4013170.0,19,15,2018,14.0,1.0,1.0
3929,2019-11-19,1236868,50662.31,164780,5000.00,3.0,2.0,1150.0,218803.0,19,6,2017,2.0,5.0,1.0
3940,2019-11-18,1234431,276750.74,154000,166500.00,2.0,2.0,1061.0,190303.0,49,16,2016,7.0,1.0,1.0
3949,2019-11-18,1236770,20490.66,179388,29520.76,2.0,2.0,1542.0,374016.0,49,43,2018,1.0,3.0,0.0
3952,2019-11-18,1235992,38664.41,101100,39000.21,1.0,1.0,741.0,142460.0,49,42,2018,5.0,1.0,1.0
3956,2019-11-18,1235990,146063.32,88900,80803.62,1.0,1.0,533.0,123079.0,49,46,2018,3.0,1.0,1.0
3962,2019-11-18,1230603,421692.06,255000,440356.83,1.0,1.0,1005.0,280988.0,49,28,2017,3.0,4.0,1.0
3975,2019-11-18,1234714,91418.51,131250,99849.05,2.0,2.0,900.0,291100.0,49,38,2018,3.0,3.0,0.0
3980,2019-11-13,1212883,211614.43,100000,117000.00,2.0,2.0,1048.0,133014.0,35,22,2018,3.0,1.0,1.0
3992,2019-11-13,1234545,204521.13,141800,190000.00,2.0,1.0,1140.0,192542.0,35,25,2018,5.0,2.0,0.0
3998,2019-11-13,1214538,231257.06,183970,217787.00,2.0,2.0,1050.0,249318.0,35,23,2018,7.0,1.0,1.0
4003,2019-11-13,1234554,327013.3,181300,233000.00,3.0,2.0,1253.0,231056.0,35,21,2018,4.0,2.0,1.0
4031,2019-11-12,1223201,777444.54,438964,795325.34,2.0,2.0,1547.0,756898.0,109,44,2017,5.0,1.0,0.0
4053,2019-11-12,1224867,219589.93,136705,122500.00,2.0,2.0,1190.0,199865.0,109,97,2019,5.0,1.0,1.0
4057,2019-11-12,1232183,469165.83,688480,469165.83,0.0,0.0,5296.0,204000.0,109,105,2019,11.0,2.0,0.0
4060,2019-11-12,1228059,2461958.74,983400,1100000.00,0.0,0.0,1912.0,1280304.0,109,11,2014,7.0,1.0,1.0
4078,2019-11-12,1233511,208447.95,84026,105300.00,1.0,1.0,510.0,182842.0,109,31,2016,6.5,3.0,0.0
4079,2019-11-12,1234694,453398.39,285930,340000.00,1.0,1.0,776.0,401500.0,109,94,2019,3.0,1.0,1.0
4098,2019-11-12,1236007,479581.02,300510,340000.00,1.0,1.0,776.0,417200.0,109,95,2019,3.0,1.0,1.0
4111,2019-11-12,1231705,21210.32,99189,25800.00,2.0,2.0,1317.0,135899.0,109,74,2018,1.0,2.0,1.0
4120,2019-11-06,1229950,121562.28,163000,123525.59,3.0,2.0,1715.0,208505.0,40,17,2018,9.0,1.0,1.0
4121,2019-11-06,1233659,74403.43,130114,7440.43,1.0,1.0,825.0,255133.0,40,8,2016,2.0,4.0,1.0
4132,2019-11-06,1233522,145852.07,167500,168852.07,0.0,0.0,1232.0,217511.0,40,14,2017,3.0,5.0,1.0
4145,2019-11-06,1229967,174059.84,177450,174059.84,2.0,2.0,1102.0,219484.0,40,31,2018,4.0,4.0,1.0
4147,2019-11-06,1227391,298750.28,171500,303737.34,1.0,2.0,905.0,234391.0,40,30,2018,3.0,1.0,1.0
4168,2019-11-05,1232998,440820.79,302940,340000.00,1.0,1.0,776.0,402979.0,33,28,2019,3.0,1.0,1.0
4169,2019-11-05,1232263,139347.4,158700,139347.40,2.0,2.0,1064.0,195148.0,33,7,2013,9.0,1.0,1.0
4174,2019-11-05,1235517,135003.92,116550,111900.00,1.0,1.0,1125.0,204000.0,33,32,2019,7.0,2.0,0.0
4184,2019-11-04,1217755,363857.02,203700,268000.00,2.0,2.0,1185.0,361300.0,37,24,2018,11.0,1.0,1.0
4191,2019-11-04,1233402,449414.53,283500,340000.00,1.0,1.0,776.0,401500.0,37,33,2019,3.0,1.0,1.0
4207,2019-11-04,1220691,100422.32,89863,75551.67,1.0,1.0,760.0,123800.0,37,21,2018,2.0,1.0,1.0
4243,2019-10-30,1234723,267205.89,96046,209900.00,3.0,2.0,1340.0,222428.0,51,27,2018,2.0,1.0,0.0
4247,2019-10-30,1231149,68720.01,69179,70500.00,1.0,1.0,1036.0,99213.0,51,26,2018,1.0,2.0,1.0
4261,2019-10-29,1231184,920891.81,519200,729000.00,4.0,2.0,2830.0,827064.0,57,27,2017,10.0,3.0,0.0
4263,2019-10-29,1231150,10942.89,120000,10942.89,3.0,2.0,1452.0,170200.0,57,53,2019,2.0,2.0,1.0
4270,2019-10-29,1231195,1268552.31,1002600,1299000.00,1.0,1.0,767.0,579017.0,57,43,2018,3.0,2.0,1.0
4280,2019-10-29,1231202,184769.3,92000,83374.01,2.0,2.0,892.0,134861.0,57,18,2017,6.0,2.0,1.0
4283,2019-10-29,1215453,481358.53,222770,497647.68,2.0,2.0,1090.0,472600.0,57,1,2008,12.0,8.0,1.0
4285,2019-10-29,1231191,340631.44,143750,125000.00,2.0,2.0,1417.0,180106.0,57,28,2018,8.0,2.0,1.0
4296,2019-10-29,1231217,106240.99,108864,108685.14,2.0,2.0,870.0,166407.0,57,33,2018,13.0,2.0,1.0
4300,2019-10-29,1231181,507504.26,131000,178125.00,0.0,0.0,1162.0,278800.0,57,16,2016,4.0,4.0,1.0
4310,2019-10-29,1231155,238131.5,127009,108500.00,2.0,2.0,1023.0,161609.0,57,52,2019,2.0,2.0,1.0
4328,2019-10-28,1232163,463749.76,331290,463749.76,1.0,1.0,788.0,417521.0,58,53,2019,5.0,3.0,1.0
4331,2019-10-28,1226452,302242.46,115463,146080.00,1.0,1.0,827.0,166155.0,58,22,2017,7.0,1.0,1.0
4343,2019-10-28,1225846,438136.73,293629,297800.00,2.0,2.0,1158.0,381384.0,58,27,2018,3.0,1.0,1.0
4347,2019-10-28,1225437,546265.88,233047,290000.00,2.0,2.0,1048.0,320924.0,58,2,2012,6.0,2.0,1.0
4353,2019-10-28,1221973,444654.11,290000,371700.00,1.0,1.0,806.0,273088.0,58,45,2018,8.0,2.0,1.0
4354,2019-10-28,1234441,127524.27,214200,128763.30,1.0,1.0,962.0,373940.0,58,58,2019,15.0,1.0,1.0
4361,2019-10-28,1230269,255141.64,170000,195300.00,2.0,2.0,910.0,223904.0,58,54,2019,2.0,1.0,1.0
4377,2019-10-23,1228259,216211.06,230199,232547.38,1.0,1.0,1066.0,298361.0,44,10,2017,3.0,5.0,0.0
4399,2019-10-23,1229158,161768.11,99000,115740.00,3.0,2.0,1195.0,163800.0,44,21,2018,6.0,1.0,1.0
4401,2019-10-23,1233071,451290.37,293220,340000.00,1.0,1.0,776.0,436991.0,44,38,2019,3.0,1.0,1.0
4415,2019-10-22,1224979,226448.51,224100,215000.00,2.0,2.0,1520.0,352958.0,33,9,2016,7.0,4.0,1.0
4426,2019-10-22,1232585,18963.25,48719,19100.00,1.0,1.0,752.0,63108.0,33,30,2018,1.0,1.0,1.0
4448,2019-10-21,1231422,272470.19,130000,128700.00,2.0,2.0,965.0,166174.0,50,23,2017,4.0,1.0,1.0
4488,2019-10-21,1232310,126686.82,104509,128143.64,2.0,1.0,639.0,135212.0,50,28,2018,5.0,2.0,1.0
4491,2019-10-21,1230296,218080.91,136500,119000.00,2.0,1.0,1123.0,160352.0,50,43,2019,25.0,2.0,1.0
4523,2019-10-16,1231100,160889.37,86250,118000.00,2.0,2.0,930.0,123077.0,45,34,2018,3.0,1.0,1.0
4528,2019-10-16,1229954,293328.33,131657,122500.00,2.0,1.0,866.0,172337.0,45,44,2019,4.0,1.0,1.0
4534,2019-10-16,1230037,313020.26,259000,240380.00,2.0,2.0,1492.0,307592.0,45,26,2018,3.0,4.0,1.0
4568,2019-10-15,1223720,50662.31,164780,5000.00,3.0,2.0,1150.0,219038.0,104,48,2017,2.0,5.0,0.0
4572,2019-10-15,1230386,422258.78,205373,206655.96,3.0,2.0,1470.0,281215.0,104,9,2014,4.0,8.0,1.0
4573,2019-10-15,1218866,16682.13,72226,16800.00,2.0,2.0,1065.0,156336.0,104,14,2015,1.0,1.0,1.0
