,Date,Auction ID,Final Judgment,Assessed Value,Plaintiff Max Bid,Beds,Bath,Living Area,Lot Size,ZEstimate,Day Count,Place in Line,Court Year,Association Binary,Defendant Count,Previous Auctions,Status Binary
15822,2018-03-12,1127402,283818.83,121626,293192.61,3.0,2.0,1308.0,1400.0,232787.0,33,28,2017,1.0,4.0,8.0,0.0
15825,2018-03-12,1137567,208509.22,89650,125900.00,0.0,0.0,0.0,6250.0,183700.0,33,24,2016,1.0,2.0,1.0,1.0
15826,2018-03-12,1134655,278088.61,207467,184500.00,4.0,2.0,1580.0,11342.0,246718.0,33,8,2015,0.0,2.0,9.0,0.0
15827,2018-03-12,1132561,243033.7,250861,210600.00,5.0,2.0,1529.0,5350.0,286849.0,33,23,2016,0.0,3.0,5.0,0.0
15831,2018-03-12,1132974,270940.93,126442,125300.00,2.0,1.0,952.0,0.0,154472.0,33,22,2016,1.0,3.0,2.0,1.0
15833,2018-03-12,1132726,543856.24,265288,267750.00,3.0,2.0,1507.0,4372.0,392220.0,33,25,2017,0.0,3.0,5.0,0.0
15836,2018-03-12,1132552,210449.83,166100,184000.00,3.0,2.0,1142.0,0.0,256400.0,33,31,2017,1.0,4.0,2.0,1.0
15839,2018-03-09,1132106,181655.61,142310,217474.76,2.0,2.0,1060.0,0.0,168023.0,54,3,2012,1.0,5.0,7.0,1.0
15841,2018-03-09,1134366,211700.38,449971,211700.38,6.0,4.0,2733.0,9278.0,517797.0,54,17,2015,0.0,2.0,2.0,1.0
15844,2018-03-09,1132919,112648.33,145765,113639.01,2.0,2.0,1554.0,9940.0,391757.0,54,2,2011,0.0,4.0,1.0,0.0
15852,2018-03-09,1132749,357852.13,209773,204000.00,5.0,3.0,1727.0,5000.0,244845.0,54,16,2015,1.0,5.0,1.0,1.0
15862,2018-03-09,1132570,636250.63,656966,494000.00,3.0,2.0,1908.0,9006.0,715353.0,54,5,2013,1.0,4.0,1.0,1.0
15863,2018-03-09,1132103,1073614.82,409635,412100.00,4.0,4.0,3200.0,217800.0,752333.0,54,11,2014,0.0,2.0,4.0,0.0
15868,2018-03-09,1132107,459046.39,292298,226044.00,4.0,2.0,2070.0,4893.0,381323.0,54,7,2013,1.0,17.0,2.0,1.0
15875,2018-03-09,1125377,452864.89,319906,567159.52,4.0,3.0,3056.0,6503.0,487450.0,54,1,2010,0.0,3.0,5.0,1.0
15877,2018-03-09,1134387,1297680.43,694358,841500.00,4.0,4.0,3720.0,28183.32,1165204.0,54,6,2013,0.0,5.0,4.0,0.0
15883,2018-03-09,1132111,153120.18,214365,155979.46,3.0,2.0,2008.0,1.0,222559.0,54,51,2017,0.0,2.0,4.0,0.0
15892,2018-03-08,1115210,357197.53,244695,249800.00,2.0,2.0,1491.0,1280.0,280462.0,68,5,2015,1.0,4.0,1.0,1.0
15896,2018-03-08,1133038,682388.77,337819,442800.00,3.0,3.0,1486.0,0.0,450483.0,68,4,2015,1.0,4.0,1.0,1.0
15897,2018-03-08,1132385,359057.3,168000,278370.22,3.0,2.0,1732.0,1540.0,189269.0,68,12,2016,1.0,4.0,1.0,1.0
15900,2018-03-08,1136292,678774.03,273378,713308.62,3.0,2.0,1656.0,8183.0,279960.0,68,11,2016,1.0,8.0,3.0,1.0
15902,2018-03-07,1126657,547164.42,272446,206010.00,3.0,2.0,1541.0,3603.0,318859.0,11,6,2016,0.0,5.0,4.0,0.0
15903,2018-03-07,1126663,292912.87,269267,282000.00,4.0,2.0,1653.0,5843.0,325749.0,11,4,2015,0.0,11.0,8.0,1.0
15904,2018-03-07,1136291,485029.51,270000,330750.00,4.0,3.0,1808.0,1474.0,338644.0,11,1,2009,1.0,3.0,5.0,1.0
15905,2018-03-07,1134995,58990.19,488000,58990.19,2.0,2.0,1340.0,0.0,692669.0,11,3,2012,1.0,1.0,6.0,1.0
15910,2018-03-07,1134943,279216.43,204280,199831.13,3.0,2.0,1262.0,3234.0,204116.0,11,10,2017,1.0,8.0,1.0,1.0
15912,2018-03-06,1135891,379933.66,316735,237639.23,4.0,2.0,2172.0,7840.0,375579.0,23,7,2016,1.0,6.0,6.0,0.0
15918,2018-03-06,1135995,9577.77,100937,9577.77,1.0,1.0,722.0,0.0,118309.0,23,21,2017,1.0,4.0,1.0,1.0
15920,2018-03-06,1133856,514345.43,341222,514345.43,4.0,2.0,1980.0,4628.0,357029.0,23,2,2012,1.0,12.0,7.0,0.0
15921,2018-03-06,1133515,125466.15,102850,129841.84,2.0,2.0,1180.0,0.0,107971.0,23,12,2016,1.0,2.0,6.0,0.0
15922,2018-03-06,1136001,198354.22,70300,71886.62,1.0,1.0,813.0,0.0,95423.0,23,13,2016,1.0,7.0,1.0,1.0
15925,2018-03-06,1133536,499768.6,264659,514917.48,2.0,1.0,1331.0,5000.0,460897.0,23,16,2017,0.0,2.0,4.0,0.0
15926,2018-03-06,1138715,451190.77,90841,280000.00,3.0,1.0,1570.0,8680.0,196696.0,23,19,2017,0.0,15.0,1.0,1.0
15930,2018-03-06,1135836,227770.22,164685,229328.52,3.0,2.0,864.0,8960.0,198049.0,23,14,2016,0.0,7.0,1.0,1.0
15932,2018-03-06,1135886,35142.87,35760,35142.87,0.0,0.0,596.0,0.0,195600.0,23,23,2017,1.0,1.0,1.0,1.0
15942,2018-03-05,1122416,155134.96,191665,160754.56,3.0,2.0,1294.0,9030.0,233668.0,72,47,2016,0.0,9.0,4.0,0.0
15945,2018-03-05,1131483,17108.64,172000,17108.64,4.0,2.0,1716.0,0.0,167800.0,72,70,2017,1.0,1.0,5.0,0.0
15952,2018-03-05,1131475,173192.4,211903,177726.26,3.0,2.0,1200.0,8850.0,236170.0,72,22,2015,0.0,2.0,3.0,1.0
15955,2018-03-05,1132333,400914.55,286400,282400.00,2.0,2.0,1673.0,0.0,370539.0,72,5,2012,1.0,4.0,6.0,0.0
15961,2018-03-05,1136064,355160.25,273620,335000.00,3.0,2.0,1505.0,5122.0,306284.0,72,45,2016,1.0,8.0,1.0,1.0
15967,2018-03-05,1131344,442413.61,245204,442413.61,4.0,2.0,1478.0,8250.0,256784.0,72,49,2016,1.0,3.0,3.0,0.0
15974,2018-03-05,1122494,547465.34,299462,321751.36,3.0,2.0,1465.0,10148.0,377188.0,72,46,2016,1.0,4.0,1.0,1.0
15987,2018-03-05,1135380,215513.29,190017,183600.00,4.0,2.0,1350.0,11167.0,242412.0,72,59,2016,1.0,4.0,4.0,1.0
15988,2018-03-05,1131361,494374.77,287599,362170.02,5.0,3.0,1701.0,6097.0,374567.0,72,1,2008,1.0,6.0,4.0,1.0
15990,2018-03-05,1135841,133907.41,128000,86981.47,2.0,2.0,960.0,3150.0,167633.0,72,67,2017,1.0,5.0,1.0,1.0
15995,2018-03-05,1136066,536049.54,250507,327631.33,2.0,2.0,1143.0,0.0,352555.0,72,41,2016,1.0,5.0,5.0,0.0
15997,2018-03-05,1131334,119636.39,317734,122923.87,3.0,1.0,1820.0,17695.0,192000.0,72,58,2016,1.0,3.0,8.0,0.0
16000,2018-03-02,1135894,398991.43,272850,179000.00,3.0,1.0,1232.0,9254.7,293350.0,19,2,2012,1.0,4.0,1.0,1.0
16009,2018-03-02,1134358,370866.4,162562,221500.00,0.0,0.0,0.0,5278.0,314500.0,19,6,2013,0.0,5.0,4.0,1.0
16010,2018-03-02,1131110,80224.6,144800,87874.26,2.0,1.0,743.0,0.0,140769.0,19,14,2016,1.0,7.0,8.0,1.0
16011,2018-03-02,1134038,267996.24,145729,179798.00,1.0,1.0,640.0,0.0,261671.0,19,9,2014,1.0,6.0,3.0,1.0
16016,2018-03-01,1135013,829062.65,477063,570000.00,5.0,4.0,4717.0,8328.0,602013.0,78,15,2016,1.0,6.0,2.0,1.0
16022,2018-03-01,1135010,726201.94,334947,746690.32,3.0,2.0,2504.0,18054.0,649738.0,78,20,2016,1.0,5.0,3.0,0.0
16026,2018-03-01,1134222,556163.75,262027,381619.23,4.0,2.0,1539.0,4800.0,351510.0,78,7,2014,1.0,7.0,3.0,1.0
16030,2018-03-01,1134997,297314.74,148402,255242.00,3.0,3.0,1810.0,6138.0,348066.0,78,3,2010,1.0,4.0,8.0,0.0
16031,2018-03-01,1122077,650255.11,378227,650255.11,3.0,3.0,2551.0,7568.0,455376.0,78,8,2015,0.0,6.0,3.0,0.0
16033,2018-03-01,1135115,450864.7,321482,580967.90,3.0,2.0,1734.0,6426.0,418271.0,78,2,2010,1.0,4.0,6.0,0.0
16038,2018-03-01,1135208,31534.74,119000,31534.74,2.0,2.0,877.0,0.0,272000.0,78,31,2017,1.0,1.0,1.0,1.0
16049,2018-02-28,1133572,228003.0,113989,213170.71,3.0,2.0,1674.0,8547.0,242904.0,48,29,2016,1.0,3.0,3.0,0.0
16051,2018-02-28,1133799,689045.36,469920,689045.36,0.0,0.0,1424.0,0.0,488800.0,48,44,2017,1.0,4.0,3.0,0.0
16052,2018-02-28,1134021,312317.91,184303,312317.91,1.0,1.0,856.0,0.0,355736.0,48,36,2016,1.0,5.0,2.0,0.0
16057,2018-02-28,1134015,286512.52,280753,236985.00,5.0,4.0,2500.0,8100.0,381140.0,48,3,2008,0.0,3.0,12.0,0.0
16058,2018-02-28,1133724,740850.25,435566,385284.00,4.0,3.0,2300.0,9525.0,538396.0,48,13,2013,1.0,29.0,5.0,0.0
16060,2018-02-28,1133541,558686.82,390146,614935.83,4.0,3.0,2426.0,5251.0,467464.0,48,10,2012,1.0,7.0,10.0,0.0
16062,2018-02-28,1133826,325346.28,161000,179200.00,3.0,2.0,1540.0,1760.0,206809.0,48,42,2017,1.0,3.0,2.0,1.0
16069,2018-02-28,1134014,52049.64,260000,52049.64,3.0,2.0,1743.0,1474.0,332154.0,48,28,2016,0.0,3.0,3.0,0.0
16078,2018-02-28,1133890,169513.87,178161,93679.00,3.0,2.0,1216.0,4500.0,193310.0,48,33,2016,1.0,3.0,1.0,1.0
16082,2018-02-28,1134260,314127.34,327940,313100.00,2.0,1.0,2180.0,7500.0,356043.0,48,21,2015,0.0,1.0,2.0,1.0
16086,2018-02-28,1125165,986056.22,307310,473159.67,4.0,3.0,3238.0,9252.0,557741.0,48,34,2016,1.0,4.0,3.0,0.0
16090,2018-02-27,1119900,244517.72,112000,244517.72,1.0,1.0,680.0,0.0,142869.0,17,12,2016,1.0,3.0,3.0,0.0
16104,2018-02-26,1132528,123803.58,148000,124714.32,4.0,2.0,1227.0,3938.0,142038.0,33,12,2015,1.0,7.0,2.0,1.0
16110,2018-02-26,1132977,1066162.2,570096,699658.03,3.0,2.0,2266.0,0.0,767900.0,33,4,2014,1.0,4.0,2.0,1.0
16111,2018-02-26,1119888,314258.21,418561,323598.90,3.0,3.0,1707.0,10950.0,498729.0,33,29,2017,0.0,5.0,1.0,1.0
16114,2018-02-26,1118006,231903.57,249579,235000.00,4.0,3.0,1765.0,8385.0,275970.0,33,14,2016,1.0,3.0,2.0,0.0
16120,2018-02-26,1132527,220156.97,193680,140000.00,3.0,1.0,1228.0,9000.0,228358.0,33,10,2015,0.0,5.0,8.0,0.0
16129,2018-02-26,1122286,476461.92,201250,212500.00,3.0,2.0,1705.0,1760.0,234822.0,33,9,2015,1.0,4.0,3.0,0.0
16135,2018-02-23,1119692,152609.59,168592,115500.00,1.0,1.0,760.0,0.0,171529.0,14,14,2017,1.0,4.0,1.0,1.0
16143,2018-02-23,1119453,301848.17,275068,279000.00,3.0,2.0,2081.0,4399.0,325475.0,14,5,2014,1.0,7.0,2.0,0.0
16145,2018-02-23,1134965,289957.51,218697,193125.00,3.0,2.0,1100.0,5700.0,255849.0,14,1,2010,0.0,3.0,3.0,1.0
16148,2018-02-22,1132089,30081.01,202200,30081.01,2.0,2.0,1143.0,0.0,254501.0,26,22,2017,1.0,1.0,6.0,0.0
16150,2018-02-22,1133843,179805.34,277467,179805.34,3.0,2.0,1399.0,7500.0,353195.0,26,16,2016,0.0,3.0,7.0,0.0
16156,2018-02-22,1121362,338496.74,290051,338496.74,3.0,2.0,1625.0,8968.0,316522.0,26,7,2014,0.0,6.0,3.0,0.0
16157,2018-02-22,1133360,187696.95,105500,122000.00,3.0,2.0,1126.0,0.0,129094.0,26,26,2017,1.0,5.0,1.0,1.0
16163,2018-02-22,1132097,580695.92,469828,415999.78,5.0,2.0,2103.0,6750.0,643182.0,26,4,2013,1.0,4.0,9.0,0.0
16167,2018-02-22,1132281,753386.99,371829,349500.00,5.0,3.0,2486.0,8633.0,420440.0,26,8,2015,1.0,11.0,1.0,1.0
16170,2018-02-21,1130667,421158.63,307514,235211.58,4.0,2.0,2200.0,9375.0,339392.0,33,4,2009,0.0,2.0,5.0,0.0
16171,2018-02-21,1132738,388443.01,210500,305393.71,3.0,2.0,1378.0,2661.0,260081.0,33,6,2012,0.0,4.0,4.0,1.0
16174,2018-02-21,1133042,260797.2,22975,76375.00,1.0,1.0,603.0,0.0,131452.0,33,5,2010,1.0,5.0,2.0,1.0
16177,2018-02-21,1134764,160079.7,122100,162000.00,1.0,1.0,630.0,0.0,267300.0,33,20,2016,1.0,3.0,2.0,1.0
16179,2018-02-21,1133522,443301.09,201250,333687.19,3.0,2.0,1705.0,1870.0,234681.0,33,13,2015,1.0,2.0,5.0,0.0
16185,2018-02-21,1125052,159542.88,120360,159542.88,3.0,2.0,1255.0,0.0,156962.0,33,28,2017,1.0,4.0,4.0,0.0
16192,2018-02-21,1133416,198955.14,255001,198955.14,4.0,2.0,1956.0,2490.0,384327.0,33,33,2017,1.0,3.0,2.0,0.0
16195,2018-02-21,1124998,3852263.1,2504000,3405000.00,4.0,6.0,4141.0,0.0,3765120.0,33,27,2017,1.0,3.0,2.0,0.0
16197,2018-02-21,1133005,213595.73,188294,204600.00,2.0,2.0,1074.0,7500.0,230492.0,33,15,2016,1.0,4.0,2.0,1.0
16198,2018-02-20,1130747,363192.89,188322,150000.00,0.0,1.0,3745.0,7102.0,226589.0,45,35,2016,0.0,3.0,1.0,1.0
16202,2018-02-20,1130349,79813.99,159548,79813.99,0.0,0.0,0.0,7100.0,313300.0,45,41,2017,0.0,4.0,6.0,0.0
16209,2018-02-20,1130282,746999.27,321335,408000.00,5.0,3.0,2962.0,6018.0,481993.0,45,14,2015,0.0,4.0,4.0,0.0
16218,2018-02-20,1130650,266886.21,272022,243000.00,3.0,2.0,1794.0,9790.0,340742.0,45,25,2016,0.0,4.0,3.0,1.0
16219,2018-02-20,1130615,6586.37,284549,6586.37,5.0,3.0,3340.0,5028.0,393850.0,45,45,2017,1.0,1.0,1.0,1.0
16221,2018-02-20,1134666,430782.59,150500,220000.00,1.0,1.0,666.0,0.0,224000.0,45,29,2016,1.0,4.5,1.0,1.0
16222,2018-02-20,1129799,14122.93,137244,14122.93,3.0,2.0,1225.0,3402.0,301472.0,45,24,2016,1.0,6.0,3.0,0.0
16224,2018-02-20,1124472,231946.36,122820,231946.36,4.0,3.0,1628.0,1988.0,209351.0,45,10,2013,1.0,6.0,3.0,0.0
16225,2018-02-20,1133579,169236.9,301483,184764.19,4.0,2.0,2386.0,8320.0,343275.0,45,28,2016,1.0,4.0,7.0,0.0
16226,2018-02-20,1129479,8376.27,142000,8376.27,3.0,2.0,1264.0,0.0,183068.0,45,27,2016,1.0,1.0,2.0,1.0
16239,2018-02-20,1133176,197411.22,119700,194500.00,1.0,1.0,440.0,0.0,185374.0,45,39,2017,1.0,3.0,2.0,1.0
16243,2018-02-16,1132569,8062.5,205000,8062.50,2.0,2.0,1010.0,0.0,256753.0,44,27,2016,1.0,1.0,2.0,1.0
16246,2018-02-16,1133989,323218.05,284750,305000.00,3.0,2.0,2015.0,3978.0,364981.0,44,17,2015,1.0,3.0,7.0,1.0
16256,2018-02-16,1124602,404196.19,190720,134454.92,3.0,1.0,1355.0,7875.0,223615.0,44,37,2017,1.0,2.0,4.0,0.0
16259,2018-02-16,1132516,204551.13,93441,172564.42,3.0,2.0,1330.0,0.0,227470.0,44,32,2016,1.0,2.0,1.0,0.0
16266,2018-02-16,1128122,183185.73,159055,193116.94,3.0,2.0,1710.0,10042.0,281577.0,44,23,2016,0.0,3.0,11.0,0.0
16270,2018-02-16,1132313,462798.37,221650,482743.62,3.0,2.0,1161.0,7937.0,270300.0,44,9,2012,1.0,6.0,2.0,1.0
16278,2018-02-16,1133032,231164.37,133139,232460.19,2.0,2.0,1392.0,5750.0,262723.0,44,29,2016,0.0,2.0,4.0,0.0
16279,2018-02-16,1133029,25180.7,340262,25180.70,1.0,1.0,798.0,0.0,363443.0,44,28,2016,1.0,1.0,1.0,0.0
16282,2018-02-15,1131798,336310.19,171640,171089.72,3.0,2.0,1801.0,4390.0,243147.0,87,2,2009,0.0,5.0,2.0,1.0
16283,2018-02-15,1132659,200553.49,106080,144000.00,2.0,2.0,835.0,0.0,103041.0,87,29,2017,1.0,2.0,1.0,1.0
16297,2018-02-15,1131182,177932.87,186133,221787.56,2.0,1.0,840.0,8365.0,189000.0,87,6,2014,0.0,1.0,1.0,1.0
16302,2018-02-15,1131198,270930.73,197357,78358.33,4.0,2.0,1444.0,6000.0,223615.0,87,25,2016,0.0,3.0,8.0,0.0
16304,2018-02-15,1133356,738801.94,485202,522000.00,5.0,3.0,6078.0,301870.8,727379.0,87,26,2016,1.0,1.0,1.0,1.0
16308,2018-02-15,1123676,440759.76,238692,241700.00,4.0,3.0,1921.0,7585.0,272959.0,87,8,2014,1.0,5.0,3.0,0.0
16313,2018-02-14,1132541,117036.38,120000,78400.00,2.0,1.0,910.0,3150.0,141256.0,31,30,2017,1.0,2.0,3.0,0.0
16315,2018-02-14,1123484,304360.58,123668,235446.16,4.0,2.0,1652.0,5500.0,259535.0,31,13,2015,1.0,6.0,8.0,0.0
16317,2018-02-14,1132732,575284.18,344159,293250.00,4.0,3.0,2054.0,9064.0,408758.0,31,12,2015,0.0,9.0,5.0,0.0
16319,2018-02-14,1123474,321201.08,226955,221591.88,3.0,1.0,1323.0,5750.0,259951.0,31,18,2016,0.0,4.0,3.0,0.0
16320,2018-02-14,1132733,346433.32,256019,246607.50,2.0,1.0,967.0,7620.0,297345.0,31,1,2008,0.0,4.0,2.0,1.0
16325,2018-02-14,1127792,360624.8,283566,466043.82,3.0,2.0,1521.0,4000.0,366776.0,31,2,2010,0.0,4.0,6.0,0.0
16328,2018-02-14,1127782,81812.94,366879,84437.11,4.0,2.0,1500.0,4950.0,454677.0,31,19,2016,0.0,4.0,3.0,1.0
16333,2018-02-14,1123454,331064.66,226299,337738.93,3.0,2.0,1853.0,8640.0,266605.0,31,14,2016,0.0,5.0,2.0,1.0
16337,2018-02-14,1127788,266152.49,204292,191250.00,3.0,2.0,1560.0,7500.0,258859.0,31,10,2015,1.0,8.0,6.0,0.0
16348,2018-02-13,1127589,330589.54,205000,330589.54,2.0,2.0,1592.0,1190.0,253775.0,34,16,2015,1.0,3.0,4.0,1.0
16350,2018-02-13,1132366,148233.11,421240,148233.11,5.0,4.0,2700.0,5750.0,402300.0,34,13,2015,0.0,2.0,4.0,0.0
16352,2018-02-13,1123248,312241.31,243818,278900.00,3.0,2.0,1876.0,5120.0,306848.0,34,26,2016,1.0,8.0,3.0,1.0
16354,2018-02-13,1123292,488476.87,283588,270000.00,4.0,2.0,1483.0,5619.0,302094.0,34,6,2014,0.0,7.0,7.0,1.0
16355,2018-02-13,1129605,12770.19,115280,12770.19,2.0,2.0,1024.0,0.0,151898.0,34,30,2017,1.0,1.0,5.0,0.0
16367,2018-02-13,1132517,654552.01,104633,65000.00,0.0,0.0,0.0,5148.0,213900.0,34,33,2017,1.0,3.0,2.0,1.0
16368,2018-02-13,1123289,265616.35,104328,96000.00,1.0,1.0,680.0,0.0,144162.0,34,21,2016,1.0,3.0,4.0,1.0
16370,2018-02-13,1127588,524801.79,337782,347490.00,4.0,3.0,2176.0,7875.0,414608.0,34,1,2008,0.0,4.0,8.0,0.0
16376,2018-02-12,1132084,432034.18,436958,540753.91,3.0,2.0,3328.0,9075.0,491091.0,38,1,2010,1.0,6.0,11.0,1.0
16377,2018-02-12,1117552,1673595.61,1314989,1462500.00,3.0,3.0,3191.0,18065.85,1612745.0,38,4,2012,1.0,17.0,1.0,1.0
16386,2018-02-12,1127124,270890.27,436259,262858.48,4.0,2.0,1832.0,15069.0,502104.0,38,37,2017,0.0,2.0,4.0,0.0
16406,2018-02-12,1116891,368276.21,226762,377371.93,3.0,2.0,1407.0,9350.0,243379.0,38,28,2016,0.0,7.0,1.0,1.0
16409,2018-02-12,1117547,339993.08,289929,353375.65,1.0,1.0,907.0,0.0,444370.0,38,33,2017,1.0,5.5,1.0,1.0
16413,2018-02-09,1115437,91424.57,78000,93922.82,1.0,1.0,920.0,1843.0,192522.0,32,8,2014,0.0,4.0,1.0,1.0
16423,2018-02-09,1116082,109848.95,252734,112226.69,3.0,2.0,1435.0,11141.0,253237.0,32,2,2009,1.0,7.0,3.0,0.0
16431,2018-02-09,1116894,1184305.42,800000,1184305.42,3.0,2.0,2290.0,0.0,3053350.0,32,19,2016,1.0,2.0,3.0,0.0
16443,2018-02-08,1126816,125437.3,256172,125437.30,2.0,1.0,1025.0,9075.0,280319.0,73,17,2016,0.0,6.0,4.0,0.0
16444,2018-02-08,1131328,203387.4,150200,108471.99,2.0,2.0,970.0,0.0,180186.0,73,21,2017,1.0,7.0,2.0,1.0
16446,2018-02-08,1118655,322556.55,190000,184950.00,3.0,2.0,1502.0,1728.0,216070.0,73,7,2014,1.0,3.0,1.0,1.0
16448,2018-02-08,1118653,925729.28,247500,320000.00,2.0,2.0,1175.0,0.0,339716.0,73,15,2016,1.0,3.0,1.0,1.0
16449,2018-02-08,1127418,195549.83,169496,145283.98,2.0,2.0,1350.0,0.0,211987.0,73,18,2017,1.0,6.0,1.0,1.0
16450,2018-02-08,1122888,150015.43,204243,178725.64,3.0,2.0,1710.0,7528.4,269900.0,73,5,2013,0.0,4.0,7.0,0.0
16452,2018-02-08,1107291,626609.72,222289,247900.00,5.0,3.0,2170.0,3600.0,266735.0,73,8,2015,1.0,8.0,1.0,1.0
16455,2018-02-08,1123758,334820.2,343440,334820.20,4.0,3.0,2108.0,9000.0,406696.0,73,16,2016,0.0,4.0,3.0,0.0
16457,2018-02-08,1118357,165772.92,110716,168473.20,2.0,2.0,1592.0,1190.0,258200.0,73,22,2017,1.0,3.0,1.0,0.0
16470,2018-02-07,1127114,233060.69,94008,205000.00,2.0,1.0,2160.0,6500.0,242088.0,21,8,2015,0.0,1.0,5.0,0.0
16474,2018-02-07,1126651,347078.08,233000,263000.00,3.0,2.0,1758.0,1521.0,279657.0,21,3,2012,1.0,5.0,5.0,1.0
16477,2018-02-07,1114625,102906.13,161305,100880.77,2.0,1.0,1234.0,9040.0,210982.0,21,13,2016,0.0,12.0,3.0,0.0
16478,2018-02-07,1131095,255004.82,340862,282292.85,3.0,2.0,1476.0,5000.0,421393.0,21,5,2014,0.0,10.0,9.0,0.0
16483,2018-02-06,1131797,271307.4,250801,205630.70,3.0,2.0,1000.0,8100.0,300749.0,39,22,2015,0.0,11.0,2.0,1.0
16490,2018-02-06,1126833,273904.3,245432,167500.00,3.0,2.0,1308.0,8175.0,213941.0,39,35,2016,0.0,2.0,1.0,1.0
16496,2018-02-06,1127264,255701.6,236478,259447.84,3.0,2.0,1898.0,4282.0,317758.0,39,26,2015,1.0,8.5,3.0,0.0
16497,2018-02-06,1131341,967464.53,276152,967464.53,4.0,3.0,2196.0,7500.0,1354843.0,39,10,2012,0.0,3.0,3.0,0.0
16516,2018-02-05,1126235,342691.81,128578,157390.75,2.0,1.0,2256.0,10125.0,273344.0,34,20,2015,0.0,2.0,7.0,0.0
16518,2018-02-05,1129488,215114.46,288696,228057.77,3.0,2.0,1831.0,8276.0,357350.0,34,15,2015,0.0,3.0,2.0,1.0
16521,2018-02-05,1126061,152794.05,189179,156452.11,2.0,2.0,1165.0,0.0,202011.0,34,30,2016,1.0,3.0,2.0,0.0
16529,2018-02-05,1126237,314139.57,216984,200000.00,2.0,1.0,949.0,5400.0,296040.0,34,23,2016,0.0,3.0,4.0,0.0
16538,2018-02-05,1115297,205776.97,184000,195790.60,3.0,2.0,1387.0,0.0,229351.0,34,29,2016,1.0,12.0,1.0,1.0
16540,2018-02-05,1126689,310358.02,195000,196362.90,3.0,2.0,1260.0,0.0,227923.0,34,28,2016,1.0,5.0,1.0,1.0
16541,2018-02-05,1126233,140828.39,109997,146782.64,3.0,2.0,1214.0,9000.0,216243.0,34,25,2016,0.0,4.0,3.0,0.0
16543,2018-02-05,1126240,398857.98,386496,380200.00,4.0,3.0,2175.0,6041.0,422304.0,34,12,2014,0.0,3.0,6.0,0.0
16546,2018-02-02,1127576,206902.0,156450,140774.35,2.0,2.0,845.0,0.0,186355.0,11,11,2017,1.0,2.0,5.0,1.0
16552,2018-02-02,1131336,423527.79,199963,342462.02,3.0,2.0,1965.0,6565.0,636198.0,11,2,2012,0.0,2.0,7.0,0.0
16553,2018-02-02,1107790,106337.85,107078,109195.09,2.0,1.0,1210.0,5400.0,267300.0,11,5,2015,0.0,4.0,10.0,0.0
16561,2018-02-01,1130979,662804.21,300422,390000.00,4.0,3.0,2006.0,4487.0,368697.0,72,1,2008,0.0,4.0,5.0,0.0
16562,2018-02-01,1130882,281754.86,233541,195000.00,2.0,1.0,1520.0,5500.0,296229.0,72,10,2015,0.0,8.0,4.0,0.0
16564,2018-02-01,1130978,248666.08,176700,149621.34,1.0,1.0,990.0,0.0,246818.0,72,3,2013,1.0,5.0,10.0,0.0
16565,2018-02-01,1131381,299775.64,117000,310849.79,2.0,1.0,883.0,0.0,147888.0,72,15,2016,1.0,3.0,3.0,0.0
16568,2018-02-01,1130999,207228.09,219037,208677.50,3.0,2.0,1688.0,8062.0,253995.0,72,12,2016,0.0,4.0,4.0,0.0
16571,2018-02-01,1130981,126400.83,118000,88269.00,2.0,2.0,898.0,0.0,343900.0,72,5,2014,0.0,3.0,5.0,1.0
16579,2018-01-31,1130654,363297.78,233518,190263.25,2.0,1.0,825.0,6950.0,271138.0,21,15,2016,1.0,1.0,3.0,0.0
16587,2018-01-31,1130346,133415.73,203900,140184.79,0.0,1.0,570.0,0.0,249343.0,21,10,2015,1.0,9.0,2.0,1.0
16591,2018-01-31,1118369,327518.72,204639,131700.00,3.0,1.0,800.0,6480.0,190552.0,21,12,2016,0.0,1.0,2.0,1.0
16596,2018-01-30,1130872,308797.23,170712,159912.96,3.0,1.0,1118.0,5744.0,202353.0,52,16,2014,0.0,5.0,5.0,1.0
16599,2018-01-30,1125371,260257.51,271568,245250.00,3.0,2.0,1396.0,3580.0,294420.0,52,35,2016,1.0,4.0,6.0,0.0
16606,2018-01-30,1125573,215513.29,190017,183643.00,4.0,2.0,1350.0,11167.0,234175.0,52,43,2016,1.0,4.0,4.0,0.0
16609,2018-01-30,1130681,249397.27,222899,250895.82,3.0,2.0,1426.0,5445.0,278300.0,52,19,2014,0.0,14.0,2.0,0.0
16613,2018-01-30,1125372,600574.53,280000,706872.13,4.0,2.0,1894.0,1495.0,353891.0,52,9,2012,1.0,6.0,8.0,0.0
16615,2018-01-30,1125581,1309208.68,2031348,1403388.62,6.0,5.0,5074.0,17500.0,2691885.0,52,26,2015,0.0,2.0,4.0,0.0
16621,2018-01-30,1125580,467473.32,238088,91677.00,3.0,3.0,2844.0,10725.0,354489.0,52,14,2013,1.0,8.0,9.0,1.0
16624,2018-01-30,1126043,378843.73,266801,206200.00,3.0,2.0,1605.0,5816.0,305119.0,52,39,2016,0.0,2.0,3.0,1.0
16625,2018-01-30,1131346,584847.61,241686,458150.00,3.0,2.0,1907.0,8692.0,424604.0,52,28,2016,0.0,6.0,3.0,1.0
16634,2018-01-30,1130680,476087.64,530992,476087.64,4.0,3.0,3349.0,8625.0,801592.0,52,48,2017,0.0,1.0,12.0,0.0
