,Date,Auction ID,Final Judgment,Assessed Value,Beds,Bath,Living Area,Lot Size,ZEstimate,Day Count,Place in Line,Court Year,Association Binary,Defendant Count,Previous Auctions,Plaintiff Max Bid
3009,2020-01-13,1241331,154800.57,135916,3.0,2.0,2331.0,10771.2,380710.0,72,71,2019,0.0,4.0,1.0,156857.21
3010,2020-01-13,1239737,347904.9,250716,3.0,2.0,1144.0,10000.0,370100.0,72,45,2018,0.0,3.0,2.0,232358.97
3019,2020-01-13,1243719,385986.77,132946,4.0,2.0,1336.0,8905.0,268488.0,72,48,2018,0.0,2.0,1.0,195210.00
3045,2020-01-13,1237415,284083.01,122527,0.0,3.0,2422.0,11531.0,317177.0,72,63,2019,0.0,3.0,1.0,253000.00
3064,2020-01-13,1243603,419500.94,277369,6.0,3.0,1400.0,9000.0,354579.0,72,33,2018,1.0,2.0,2.0,279900.00
3131,2020-01-07,1239507,184708.98,164117,1.0,2.0,790.0,2160.0,150158.0,86,68,2019,1.0,6.5,3.0,126650.00
3142,2020-01-07,1243162,233452.38,188487,4.0,2.0,1560.0,7520.0,250000.0,86,86,2019,0.0,1.0,1.0,190209.55
3173,2020-01-07,1242816,91042.9,221995,5.0,2.0,1819.0,1.0,301423.0,86,51,2018,1.0,2.0,1.0,92164.59
3194,2020-01-07,1243079,326146.23,388056,3.0,2.0,2828.0,5265.0,464578.0,86,71,2019,0.0,2.0,1.0,334136.81
3221,2020-01-06,1240378,96210.4,91572,3.0,2.0,1419.0,7500.0,268728.0,211,208,2019,0.0,1.0,1.0,96210.40
3222,2020-01-06,1241127,612099.87,355266,3.0,2.0,2050.0,15983.0,634606.0,211,3,2009,1.0,3.0,4.0,426026.49
3255,2020-01-06,1243070,159895.67,255801,4.0,3.0,1550.0,7420.0,362823.0,211,56,2016,0.0,10.0,3.0,177531.51
3261,2020-01-06,1240596,584929.35,236000,4.0,2.0,1780.0,1575.0,277247.0,211,23,2014,1.0,23.0,2.0,249762.09
3286,2020-01-06,1231698,260181.94,155780,3.0,2.0,1383.0,3183.0,273736.0,211,183,2019,1.0,5.0,1.0,200250.00
3298,2020-01-06,1240648,554713.79,279115,5.0,3.0,2726.0,5211.0,251500.0,211,86,2017,1.0,5.0,1.0,226980.00
3309,2020-01-06,1229008,206685.37,247788,4.0,2.0,2006.0,12496.4,291792.0,211,126,2018,0.0,1.0,1.0,217992.20
3320,2020-01-06,1241738,338724.64,88974,3.0,1.0,1506.0,9525.0,302452.0,211,185,2019,0.0,7.0,1.0,234668.00
3340,2020-01-06,1238195,111323.15,44052,3.0,1.0,1058.0,7500.0,260162.0,211,95,2018,0.0,6.0,1.0,114098.34
3362,2020-01-06,1235502,190492.15,252949,3.0,2.0,1544.0,9900.0,314855.0,211,154,2018,0.0,7.0,1.0,194327.62
3363,2020-01-06,1238036,133637.69,192978,3.0,2.0,2112.0,6343.0,407625.0,211,135,2018,0.0,3.0,1.0,135605.63
3372,2020-01-06,1240951,465507.12,129691,3.0,2.0,1154.0,6300.0,330299.0,211,61,2017,0.0,6.0,3.0,224197.00
3384,2020-01-06,1238137,482432.62,134103,3.0,2.0,1868.0,7750.0,311066.0,211,75,2017,0.0,4.0,2.0,181480.51
3385,2020-01-06,1226716,411979.71,214605,3.0,2.0,1758.0,6318.0,279187.0,211,147,2018,1.0,9.0,1.0,215250.00
3399,2019-12-18,1241741,224216.2,422128,0.0,0.0,2700.0,217800.0,308200.0,33,31,2019,0.0,3.0,1.0,225655.08
3424,2019-12-17,1240407,5307.55,136054,3.0,3.0,1704.0,1540.0,171100.0,28,23,2019,1.0,1.0,1.0,5307.55
3445,2019-12-17,1240193,226485.09,98516,3.0,2.0,1170.0,10000.0,261206.0,28,19,2019,0.0,1.0,1.0,203400.00
3454,2019-12-16,1232328,620074.23,219560,4.0,2.0,1830.0,5000.0,275193.0,61,41,2018,1.0,6.5,1.0,211120.00
3479,2019-12-16,1239592,530125.91,415203,4.0,2.0,2122.0,8692.0,544399.0,61,2,2009,0.0,5.0,1.0,406010.90
3506,2019-12-11,1238376,284998.38,181442,2.0,1.0,1076.0,6600.0,261485.0,57,31,2018,1.0,7.0,1.0,117700.00
3541,2019-12-11,1238373,248237.72,212964,4.0,2.0,1670.0,12453.8,253888.0,57,16,2017,1.0,2.0,1.0,124697.09
3567,2019-12-09,1236774,452222.91,184071,2.0,2.0,1305.0,6900.0,281260.0,88,32,2017,0.0,11.0,1.0,218400.00
3659,2019-12-04,1226313,261070.02,127290,2.0,1.0,783.0,5000.0,193155.0,28,21,2018,0.0,4.0,1.0,150000.00
3668,2019-12-03,1234689,16222.52,166414,3.0,2.0,1693.0,4140.0,244720.0,25,6,2016,1.0,1.0,1.0,16222.52
3696,2019-12-02,1234519,518610.29,290152,3.0,3.0,2091.0,7100.0,333469.0,75,16,2016,0.0,3.0,2.0,286897.87
3746,2019-12-02,1234980,368963.5,143459,3.0,2.0,1343.0,4500.0,300098.0,75,4,2011,1.0,4.0,3.0,243000.00
3788,2019-11-27,1237205,245514.61,254151,4.0,2.0,1475.0,3402.0,333122.0,51,13,2017,0.0,11.0,3.0,269100.00
3825,2019-11-26,1234442,417956.1,242542,3.0,2.0,1556.0,4800.0,329846.0,16,6,2016,0.0,5.0,7.0,238000.00
3826,2019-11-26,1234279,192757.71,114832,4.0,2.0,1798.0,9188.0,332504.0,16,2,2013,1.0,3.0,7.0,192757.71
3838,2019-11-25,1221960,425516.06,188088,4.0,2.0,1440.0,7500.0,262645.0,66,25,2017,0.0,2.0,1.0,195780.00
3846,2019-11-25,1239603,243406.92,279821,5.0,3.0,2710.0,5050.0,344589.0,66,56,2019,1.0,5.0,2.0,248831.64
3856,2019-11-25,1234520,193718.49,221246,3.0,2.0,1658.0,3600.0,297557.0,66,17,2016,1.0,5.0,1.0,187289.09
3882,2019-11-25,1235595,109144.51,168906,3.0,2.0,1064.0,7622.0,272166.0,66,8,2012,1.0,4.0,6.0,137651.38
3900,2019-11-20,1235063,330955.53,247000,2.0,3.0,1914.0,3387.0,308959.0,31,19,2018,1.0,2.0,2.0,219513.02
3922,2019-11-19,1237015,1544040.11,759280,4.0,3.0,3537.0,33541.0,1111396.0,19,18,2019,0.0,4.0,1.0,855000.00
3972,2019-11-18,1234993,226956.12,195457,2.0,1.0,1268.0,10725.0,268356.0,49,31,2018,0.0,4.0,2.0,180000.00
3984,2019-11-13,1232188,326016.17,204327,3.0,2.0,1646.0,9042.0,301667.0,35,34,2019,1.0,7.0,1.0,218700.00
3989,2019-11-13,1235264,120144.23,231223,3.0,2.0,1525.0,10000.0,319496.0,35,16,2017,1.0,5.0,3.0,127463.38
4087,2019-11-12,1233743,14758.74,103666,3.0,2.0,1115.0,1735.0,228770.0,109,52,2018,1.0,2.0,5.0,18688.42
4117,2019-11-06,1235617,180173.92,202389,2.0,1.0,1470.0,7260.0,291531.0,40,20,2018,0.0,1.0,1.0,182037.73
4137,2019-11-06,1234039,430506.22,311109,3.0,2.0,2291.0,3553.0,410234.0,40,24,2018,1.0,6.0,1.0,386700.00
4175,2019-11-05,1223187,337448.91,180000,2.0,2.0,1032.0,2205.0,187720.0,33,15,2017,1.0,6.0,1.0,170318.33
4176,2019-11-05,1233250,81747.8,168197,5.0,2.0,1359.0,4360.0,179249.0,33,30,2019,0.0,4.0,1.0,81747.80
4182,2019-11-05,1234537,158756.2,400000,3.0,2.0,1359.0,17846.28,552799.0,33,3,2009,0.0,3.0,6.0,318733.92
4198,2019-11-04,1233002,126074.12,195540,0.0,0.0,760.0,5150.0,314600.0,37,34,2019,0.0,9.0,1.0,131581.03
4202,2019-11-04,1235234,196452.71,151379,3.0,1.0,846.0,8100.0,298698.0,37,37,2019,1.0,2.0,1.0,156581.11
4223,2019-10-30,1234745,406172.26,230092,3.0,2.0,1519.0,5000.0,307909.0,51,16,2017,0.0,4.0,1.0,238680.00
4228,2019-10-30,1226461,488740.01,170427,2.0,1.0,1492.0,8690.0,269173.0,51,49,2019,1.0,2.0,1.0,184875.00
4241,2019-10-30,1234759,393029.71,140989,3.0,2.0,1320.0,6900.0,203133.0,51,40,2019,0.0,8.0,1.0,129500.00
4244,2019-10-30,1231157,12981.18,193205,4.0,3.0,2967.0,5397.0,394564.0,51,20,2018,1.0,2.0,3.0,12981.18
4463,2019-10-21,1220018,946165.92,493119,5.0,3.0,2898.0,8906.0,614372.0,50,20,2017,1.0,4.0,1.0,440700.00
4479,2019-10-21,1228959,186826.25,271120,4.0,2.0,2178.0,5400.0,374891.0,50,39,2018,0.0,1.0,2.0,198881.93
4535,2019-10-15,1229738,318615.24,402370,4.0,2.0,1690.0,10510.0,546296.0,104,69,2018,0.0,1.0,1.0,324452.53
4539,2019-10-15,1218827,520810.78,282439,3.0,2.0,1892.0,6180.0,348389.0,104,44,2017,1.0,1.0,1.0,259740.00
4562,2019-10-15,1231098,276650.08,139613,4.0,2.0,1500.0,4500.0,261894.0,104,47,2017,0.0,5.0,1.0,187000.00
4612,2019-10-15,1227963,272601.41,210000,3.0,2.0,1378.0,1855.0,275593.0,104,102,2019,0.0,2.0,1.0,216675.00
4626,2019-10-15,1227962,240459.24,225540,3.0,2.0,1252.0,7500.0,297838.0,104,95,2019,0.0,1.0,1.0,240570.00
4630,2019-10-15,1231277,2271238.2,797540,10.0,8.0,5372.0,15982.0,2534955.0,104,50,2017,1.0,4.0,1.0,945000.00
4681,2019-10-07,1229002,397924.49,197851,3.0,2.0,1444.0,6200.0,289024.0,41,35,2019,0.0,8.0,1.0,210000.00
4693,2019-10-02,1230446,336092.44,267400,2.0,2.0,1718.0,6250.0,301581.0,27,23,2019,1.0,5.0,1.0,254800.00
4704,2019-10-02,1229975,10337.86,138509,4.0,2.0,2122.0,8493.0,295691.0,27,27,2019,1.0,2.0,1.0,10337.86
4729,2019-10-01,1229747,211106.48,167606,4.0,2.0,1104.0,8851.44,273956.0,94,38,2018,1.0,3.0,1.0,171900.00
4791,2019-10-01,1229769,391347.55,297099,4.0,2.0,2004.0,5400.0,372005.0,94,49,2018,1.0,10.5,1.0,320000.00
4796,2019-10-01,1212629,369243.38,349818,4.0,2.0,1961.0,10133.1,399345.0,94,21,2017,1.0,2.0,1.0,242416.43
4835,2019-09-25,1227722,69936.03,429030,3.0,2.0,3760.0,7600.0,337100.0,42,22,2017,1.0,4.0,3.0,76082.60
4953,2019-09-16,1226215,487378.96,323570,5.0,3.0,2132.0,8098.0,372359.0,68,2,2008,0.0,4.0,9.0,286026.09
4975,2019-09-16,1225547,334789.8,282486,3.0,2.0,2100.0,8280.0,369344.0,68,27,2017,1.0,4.0,3.0,178301.20
4979,2019-09-16,1218906,189116.64,274975,5.0,2.0,1584.0,15000.0,341242.0,68,15,2016,0.0,6.5,3.0,194888.24
4988,2019-09-16,1219553,377397.77,169918,3.0,2.0,1148.0,6600.0,253443.0,68,7,2014,1.0,8.0,4.0,206275.78
5002,2019-09-11,1224388,149694.83,188914,3.0,2.0,1650.0,7500.0,277443.0,17,11,2018,0.0,3.0,2.0,154471.47
5033,2019-09-10,1226446,14217.78,226416,4.0,3.0,1958.0,6324.0,290312.0,36,33,2019,1.0,1.0,1.0,14217.78
5056,2019-09-09,1216171,416548.75,255594,3.0,1.0,1488.0,5400.0,327615.0,79,15,2015,0.0,3.0,2.0,248800.00
5062,2019-09-09,1226473,555465.4,225000,3.0,2.0,1670.0,1800.0,295405.0,79,23,2016,1.0,5.0,1.0,200060.18
5063,2019-09-09,1226997,505126.16,186689,2.0,1.0,1007.0,5650.0,267665.0,79,52,2018,0.0,2.0,1.0,187500.00
5094,2019-09-09,1226411,480850.07,257840,3.0,2.0,1122.0,10250.0,352952.0,79,77,2019,0.0,3.0,1.0,296000.00
5100,2019-09-09,1222578,276759.56,192354,4.0,2.0,1200.0,8250.0,267620.0,79,21,2015,0.0,7.0,2.0,206000.00
5221,2019-08-28,1212041,329849.34,189280,3.0,2.0,1205.0,8500.0,278588.0,46,17,2016,0.0,4.0,1.0,189000.00
5238,2019-08-28,1224934,459304.69,274706,3.0,2.0,1561.0,5135.0,354191.0,46,20,2017,1.0,4.0,2.0,253875.00
5258,2019-08-27,1224382,486560.17,337528,3.0,1.0,2141.0,9375.0,402808.0,32,20,2018,0.0,4.0,2.0,278000.00
5269,2019-08-27,1224933,353639.28,338985,6.0,4.0,2300.0,7830.0,463204.0,32,23,2018,0.0,4.0,1.0,356677.12
5294,2019-08-26,1216124,245423.17,264256,3.0,1.0,1166.0,8708.7,311782.0,84,63,2018,1.0,4.0,1.0,249815.16
5307,2019-08-26,1220151,83622.84,334383,5.0,3.0,2265.0,6750.0,441638.0,84,29,2016,1.0,1.0,6.0,95839.88
5324,2019-08-26,1224120,362837.78,171017,3.0,2.0,1263.0,4500.0,241890.0,84,38,2017,1.0,3.0,2.0,54900.00
5336,2019-08-26,1221962,263394.42,250042,3.0,2.0,1888.0,1.0,299214.0,84,11,2014,1.0,4.0,1.0,182702.30
5382,2019-08-21,1222018,191838.9,194125,2.0,1.0,880.0,5520.0,251724.0,27,27,2019,0.0,4.0,1.0,196354.51
5395,2019-08-20,1222384,199758.35,177500,3.0,2.0,1850.0,2959.0,224000.0,24,11,2017,1.0,4.0,2.0,179820.00
5404,2019-08-20,1215045,318719.18,248895,3.0,1.0,1498.0,7800.0,345200.0,24,16,2018,1.0,9.0,2.0,260000.00
5425,2019-08-19,1221481,326347.93,405615,4.0,3.0,2409.0,7867.0,501493.0,75,6,2013,1.0,5.0,4.0,342935.69
5427,2019-08-19,1223212,325511.55,179986,3.0,2.0,1084.0,7500.0,251186.0,75,31,2017,0.0,4.0,1.0,179520.81
5448,2019-08-19,1219176,111487.77,149500,2.0,1.0,939.0,7000.0,213543.0,75,63,2018,1.0,1.0,2.0,115901.68
5463,2019-08-19,1210060,312389.98,239609,3.0,2.0,1211.0,8124.0,278633.0,75,37,2017,1.0,4.0,1.0,176001.00
5516,2019-08-13,1223189,487856.55,392316,3.0,2.0,2187.0,11050.0,443944.0,22,18,2018,0.0,8.0,1.0,268320.00
5592,2019-08-06,1215735,189960.77,231537,3.0,2.0,1786.0,5916.0,299960.0,37,17,2016,1.0,1.0,6.0,236615.71
5698,2019-07-31,1216360,148733.0,156848,4.0,2.0,1475.0,4866.0,231280.0,16,4,2015,1.0,3.0,1.0,129500.00
5719,2019-07-30,1219765,527137.5,218228,3.0,2.0,958.0,4500.0,334014.0,26,5,2015,1.0,8.0,2.0,237606.59
5734,2019-07-29,1206868,231634.33,281083,3.0,2.0,1922.0,10800.0,349852.0,75,24,2016,0.0,6.0,1.0,231634.33
5776,2019-07-29,1220838,182052.35,148000,4.0,2.0,1227.0,3619.0,182797.0,75,36,2017,1.0,14.5,1.0,107000.00
5779,2019-07-29,1220215,220015.98,264428,5.0,4.0,2719.0,7499.63,336786.0,75,75,2019,0.0,4.0,1.0,207000.00
5800,2019-07-24,1214755,9047.17,242303,3.0,2.0,2043.0,6945.0,305782.0,23,19,2018,1.0,1.0,2.0,9047.17
5833,2019-07-22,1199286,291574.11,196429,4.0,2.0,1507.0,8393.0,265795.0,87,31,2016,0.0,1.0,1.0,204000.00
5840,2019-07-22,1210752,632275.2,267338,4.0,2.0,2494.0,5340.0,340417.0,87,23,2016,1.0,6.0,1.0,209957.89
5864,2019-07-22,1214706,244164.53,351408,2.0,1.0,1274.0,5680.0,496000.0,87,28,2016,0.0,5.0,2.0,240946.05
5887,2019-07-22,1205817,391954.81,524422,4.0,3.0,3087.0,10350.0,672283.0,87,54,2018,1.0,5.0,2.0,379957.25
5904,2019-07-22,1216976,251677.45,194229,4.0,2.0,1928.0,3838.0,253764.0,87,53,2018,1.0,2.0,1.0,202500.00
5912,2019-07-17,1204960,300804.74,314641,3.0,2.0,1266.0,10725.0,318984.0,28,8,2017,0.0,5.0,2.0,185892.36
5939,2019-07-16,1218733,379922.0,273001,3.0,2.0,1704.0,1495.0,346828.0,36,24,2018,1.0,4.0,1.0,263250.00
5940,2019-07-16,1218734,299709.82,125524,3.0,2.0,1053.0,4816.0,151412.0,36,35,2019,1.0,6.5,1.0,107100.00
5959,2019-07-16,1216650,272819.69,289881,4.0,2.0,1543.0,7500.0,378058.0,36,13,2016,1.0,16.0,6.0,288600.00
5973,2019-07-15,1202779,439675.21,280000,3.0,2.0,1709.0,2000.0,329731.0,80,28,2017,1.0,4.0,1.0,251150.39
6045,2019-07-10,1215810,286512.52,280753,5.0,4.0,2500.0,8100.0,323938.0,40,1,2008,0.0,3.0,12.0,260553.00
6054,2019-07-10,1217050,163736.55,331741,3.0,2.0,2036.0,10671.0,382816.0,40,7,2014,0.0,2.0,9.0,209089.78
