,Date,Auction ID,Final Judgment,Assessed Value,Beds,Bath,Living Area,ZEstimate,Day Count,Place in Line,Court Year,Defendant Count,Previous Auctions,Status Binary
14369,2018-05-11,1145923,115377.18,148983,2.0,2.0,1137.0,165179.0,62,59,2017,2.5,1.0,1.0
14371,2018-05-11,1147677,114150.05,78600,1.0,1.0,780.0,98617.0,62,60,2017,4.0,1.0,1.0
14373,2018-05-11,1145861,133769.51,107700,1.0,1.0,805.0,292500.0,62,62,2017,4.0,1.0,0.0
14380,2018-05-11,1145033,200181.58,181440,3.0,2.0,1523.0,234559.0,62,15,2015,7.0,5.0,0.0
14381,2018-05-11,1142465,298015.03,107016,3.0,2.0,1176.0,140086.0,62,10,2013,8.0,2.0,1.0
14383,2018-05-11,1139155,33872.34,800000,3.0,2.0,2290.0,2893371.0,62,51,2017,1.0,2.0,0.0
14384,2018-05-11,1145927,400878.4,206000,1.0,1.0,953.0,303403.0,62,53,2017,2.0,1.0,1.0
14387,2018-05-11,1145860,280482.28,167273,1.0,1.0,741.0,183864.0,62,40,2017,3.0,1.0,1.0
14388,2018-05-11,1145214,560324.68,266800,1.0,2.0,1310.0,440503.0,62,36,2016,3.0,6.0,0.0
14389,2018-05-11,1145871,322141.04,168000,2.0,2.0,1214.0,186796.0,62,49,2017,5.0,3.0,0.0
14392,2018-05-11,1142464,174785.03,151600,3.0,2.0,1337.0,163718.0,62,42,2017,3.0,3.0,1.0
14402,2018-05-10,1146518,356664.54,269800,2.0,2.0,960.0,452238.0,60,1,2014,5.0,2.0,0.0
14405,2018-05-10,1133031,169896.26,137739,2.0,2.0,1140.0,169347.0,60,10,2016,4.0,3.0,0.0
14406,2018-05-10,1146515,282308.98,172860,0.0,1.0,551.0,373800.0,60,6,2016,4.5,7.0,0.0
14407,2018-05-10,1144800,88264.32,78516,1.0,1.0,801.0,88127.0,60,11,2017,3.0,7.0,0.0
14413,2018-05-09,1146319,207405.43,267510,2.0,2.0,1218.0,351475.0,12,7,2015,7.0,4.0,0.0
14419,2018-05-08,1146424,92941.2,58420,0.0,1.0,576.0,48179.0,61,8,2016,7.0,3.0,1.0
14420,2018-05-08,1137224,748153.81,430900,4.0,3.0,2520.0,728098.0,61,4,2014,6.0,4.0,0.0
14427,2018-05-08,1142607,191408.8,99792,3.0,2.0,1182.0,160100.0,61,12,2016,5.0,1.0,1.0
14429,2018-05-08,1142056,39132.17,374100,1.0,1.0,881.0,521339.0,61,18,2017,5.0,2.0,1.0
14432,2018-05-08,1132670,969066.94,639500,2.0,2.0,1322.0,984591.0,61,2,2012,5.0,2.0,0.0
14434,2018-05-07,1141509,208207.66,158000,2.0,2.0,1197.0,194689.0,18,4,2013,3.0,7.0,0.0
14435,2018-05-07,1137572,226751.18,114586,2.0,2.0,1213.0,373800.0,18,12,2016,9.0,1.0,1.0
14457,2018-05-04,1141172,536049.54,250507,2.0,2.0,1143.0,355108.0,18,9,2016,5.0,5.0,0.0
14459,2018-05-04,1141199,197336.16,161700,2.0,2.0,954.0,170272.0,18,15,2017,7.0,2.0,1.0
14460,2018-05-04,1141328,236573.41,125454,2.0,2.0,970.0,153634.0,18,14,2017,5.0,9.0,0.0
14465,2018-05-03,1136373,1184305.42,800000,3.0,2.0,2290.0,2893371.0,65,13,2016,2.0,3.0,0.0
14466,2018-05-03,1145034,155487.56,105075,1.0,1.0,834.0,119551.0,65,9,2016,2.0,2.0,1.0
14467,2018-05-03,1123459,258449.35,145000,2.0,2.0,870.0,162609.0,65,7,2015,6.0,3.0,0.0
14473,2018-05-03,1137406,163144.53,111152,2.0,1.0,765.0,134573.0,65,15,2016,2.0,1.0,1.0
14474,2018-05-03,1137408,317894.33,108576,2.0,1.0,719.0,229289.0,65,2,2010,3.0,3.0,0.0
14484,2018-05-02,1144254,130938.71,167400,2.0,2.0,996.0,186194.0,49,20,2014,3.0,5.0,1.0
14488,2018-05-02,1144412,388330.1,225600,1.0,1.0,775.0,302752.0,49,44,2017,7.0,2.0,1.0
14492,2018-05-02,1126046,348464.58,180000,3.0,2.0,1180.0,230896.0,49,33,2016,6.0,2.0,0.0
14498,2018-05-02,1144251,492008.76,158400,0.0,0.0,960.0,244500.0,49,3,2010,4.0,5.0,0.0
14499,2018-05-02,1144189,212257.65,43285,2.0,2.0,768.0,144961.0,49,40,2016,8.0,3.0,0.0
14519,2018-05-02,1144434,174980.15,82604,2.0,2.0,809.0,101458.0,49,8,2012,11.0,1.0,1.0
14520,2018-05-02,1144996,199289.63,193291,3.0,3.0,1770.0,244500.0,49,16,2014,6.0,6.0,0.0
14530,2018-05-01,1144366,245297.62,100800,1.0,1.0,679.0,121801.0,28,26,2017,4.0,1.0,1.0
14533,2018-05-01,1144082,603236.49,326700,2.0,2.0,1088.0,539820.0,28,5,2012,6.0,3.0,1.0
14541,2018-05-01,1145252,534935.12,169800,2.0,2.0,1339.0,373800.0,28,13,2014,4.0,3.0,1.0
14543,2018-05-01,1140886,328827.53,154473,2.0,2.0,1106.0,175760.0,28,22,2016,2.0,4.0,0.0
14547,2018-05-01,1144040,232335.42,201880,4.0,3.0,2430.0,248574.0,28,9,2013,5.0,4.0,0.0
14550,2018-05-01,1136725,311085.42,136320,0.0,1.0,560.0,207910.0,28,19,2016,5.0,1.0,1.0
14558,2018-04-30,1146309,113999.94,105652,1.0,1.0,628.0,120020.0,48,43,2017,4.0,2.0,0.0
14571,2018-04-30,1141784,283195.74,190060,2.0,2.0,897.0,262767.0,48,28,2016,7.0,1.0,1.0
14575,2018-04-30,1140707,17108.64,172000,4.0,2.0,1716.0,168100.0,48,39,2017,1.0,5.0,0.0
14578,2018-04-30,1143422,215509.31,91000,1.0,1.0,608.0,134793.0,48,34,2017,2.0,5.0,0.0
14580,2018-04-30,1144156,281757.84,129700,0.0,1.0,430.0,340300.0,48,27,2016,6.0,1.0,1.0
14587,2018-04-30,1143426,169876.4,143811,2.0,2.0,1312.0,250048.0,48,15,2015,4.0,4.0,1.0
14596,2018-04-27,1138909,312180.18,176800,3.0,2.0,1190.0,195000.0,30,29,2017,4.0,3.0,0.0
14602,2018-04-27,1140458,692691.67,537680,2.0,2.0,1560.0,746044.0,30,19,2016,5.0,1.0,1.0
14604,2018-04-27,1140098,300110.03,233900,2.0,2.0,1190.0,322146.0,30,2,2010,66.0,2.0,1.0
14605,2018-04-27,1140452,667990.68,496700,2.0,2.0,1128.0,757594.0,30,30,2017,4.0,1.0,1.0
14609,2018-04-27,1142600,129540.21,104251,1.0,1.0,558.0,368000.0,30,5,2013,5.0,3.0,1.0
14612,2018-04-27,1140855,226447.41,151800,2.0,2.0,870.0,182326.0,30,13,2015,6.0,7.0,0.0
14623,2018-04-27,1142598,46435.38,128000,1.0,1.0,810.0,157295.0,30,28,2017,2.0,4.0,0.0
14625,2018-04-26,1145029,119267.75,145000,2.0,2.0,870.0,161986.0,22,21,2017,4.0,1.0,1.0
14633,2018-04-26,1145629,382752.12,110000,1.0,1.0,588.0,125305.0,22,14,2016,6.0,1.0,1.0
14634,2018-04-26,1145032,340411.11,155400,0.0,1.0,682.0,215378.0,22,19,2017,3.0,1.0,1.0
14635,2018-04-26,1144292,273197.46,361800,1.0,1.0,1102.0,443200.0,22,20,2017,5.0,1.0,1.0
14639,2018-04-26,1145608,268658.91,118700,2.0,1.0,875.0,137871.0,22,15,2016,5.0,1.0,1.0
14643,2018-04-26,1143556,344219.83,128000,3.0,2.0,1379.0,133714.0,22,17,2016,6.0,1.0,1.0
14644,2018-04-25,1144060,606765.92,544595,2.0,2.0,1694.0,798486.0,17,3,2013,18.0,4.0,0.0
14667,2018-04-24,1143205,367374.43,161800,0.0,1.0,500.0,217198.0,46,24,2015,6.0,4.0,1.0
14671,2018-04-24,1143446,220309.6,160920,2.0,2.0,954.0,201380.0,46,19,2014,5.0,4.0,0.0
14672,2018-04-24,1144021,498516.07,412972,2.0,2.0,1188.0,539798.0,46,37,2017,3.0,1.0,1.0
14673,2018-04-24,1143243,147977.53,99492,2.0,1.0,600.0,129746.0,46,43,2017,3.0,1.0,1.0
14679,2018-04-24,1143047,18603.57,183900,2.0,2.0,1062.0,256616.0,46,38,2017,7.0,3.0,0.0
14681,2018-04-24,1140239,181461.81,165900,2.0,2.0,1050.0,205687.0,46,11,2012,10.0,4.0,0.0
14683,2018-04-24,1144386,49425.01,95000,2.0,2.0,1040.0,116338.0,46,31,2016,1.0,2.0,1.0
14687,2018-04-24,1134953,247478.34,227703,2.0,1.0,1116.0,365231.0,46,25,2015,4.0,5.0,0.0
14691,2018-04-24,1143059,50362.74,34142,1.0,1.0,898.0,75043.0,46,29,2016,2.0,1.0,0.0
14693,2018-04-24,1143551,240054.62,162620,3.0,2.0,1652.0,238022.0,46,44,2017,3.0,1.0,1.0
14695,2018-04-24,1143060,199148.94,108000,2.0,2.0,950.0,153768.0,46,26,2015,8.0,1.0,1.0
14698,2018-04-24,1143030,342979.25,150150,3.0,2.0,1400.0,235900.0,46,7,2012,7.0,3.0,1.0
14699,2018-04-24,1143622,1016.0,172056,0.0,0.0,1608.0,303300.0,46,45,2017,5.0,2.0,0.0
14702,2018-04-24,1144397,261786.21,156500,0.0,0.0,1303.0,220562.0,46,41,2017,4.0,2.0,1.0
14717,2018-04-23,1130992,273802.44,107730,1.0,1.0,765.0,131902.0,59,42,2016,3.0,1.0,1.0
14720,2018-04-23,1143601,12770.19,115280,2.0,2.0,1024.0,151634.0,59,49,2017,1.0,5.0,0.0
14731,2018-04-23,1143570,217368.37,155550,1.0,1.0,679.0,242534.0,59,35,2016,2.0,6.0,0.0
14736,2018-04-23,1142490,49437.0,547905,2.0,2.0,1500.0,380100.0,59,58,2017,1.0,1.0,0.0
14738,2018-04-23,1143565,185768.44,105057,1.0,1.0,709.0,788700.0,59,23,2015,5.0,5.0,0.0
14751,2018-04-23,1140212,1196955.13,263471,2.0,2.0,968.0,398618.0,59,26,2015,2.0,1.0,1.0
14755,2018-04-23,1139600,205658.61,181440,3.0,2.0,1523.0,215274.0,59,55,2017,6.0,1.0,1.0
14756,2018-04-20,1139154,159542.88,120360,3.0,2.0,1255.0,159015.0,33,29,2017,4.0,4.0,0.0
14757,2018-04-20,1141580,283818.58,119000,2.0,2.0,996.0,141727.0,33,16,2016,5.0,2.0,1.0
14759,2018-04-20,1124997,156302.59,122000,2.0,1.0,720.0,142708.0,33,12,2016,6.0,1.0,1.0
14760,2018-04-20,1139171,337633.62,165100,3.0,3.0,1198.0,259905.0,33,10,2015,7.0,4.0,0.0
14761,2018-04-20,1142052,14667.88,174600,0.0,0.0,1605.0,246929.0,33,19,2016,2.0,1.0,0.0
14762,2018-04-20,1141585,113722.26,95354,1.0,1.0,740.0,137375.0,33,24,2016,4.0,2.0,1.0
14766,2018-04-20,1143859,264536.6,112000,1.0,1.0,680.0,140106.0,33,25,2016,4.0,1.0,1.0
14769,2018-04-20,1139147,331312.37,94320,3.0,3.0,1519.0,251522.0,33,22,2016,4.0,3.0,0.0
14770,2018-04-20,1139602,182100.15,106750,1.0,1.0,715.0,129798.0,33,30,2017,2.0,2.0,0.0
14774,2018-04-20,1139146,100866.02,90000,1.0,1.0,768.0,109584.0,33,28,2017,2.0,2.0,1.0
14782,2018-04-19,1134062,166905.41,142000,2.0,2.0,958.0,207747.0,61,9,2016,6.0,2.0,1.0
14785,2018-04-19,1127257,206833.41,143260,2.0,2.0,1190.0,186703.0,61,13,2017,3.0,1.0,1.0
14786,2018-04-19,1141186,440066.24,241755,3.0,2.0,1625.0,349925.0,61,11,2016,4.0,4.0,0.0
14800,2018-04-18,1130348,197585.09,87000,1.0,1.0,676.0,130562.0,25,4,2015,3.0,1.0,0.0
14801,2018-04-18,1144283,701207.85,295369,2.0,2.0,1105.0,421900.0,25,14,2017,7.0,1.0,1.0
14808,2018-04-18,1144284,96415.54,59180,1.0,1.0,588.0,51726.0,25,17,2017,2.0,5.0,0.0
14809,2018-04-18,1142608,29963.46,112500,2.0,2.0,1222.0,143385.0,25,6,2015,2.0,3.0,0.0
14815,2018-04-18,1145246,248666.08,176700,1.0,1.0,990.0,241514.0,25,2,2013,5.0,10.0,1.0
14820,2018-04-17,1141662,934542.4,287910,2.0,2.0,985.0,255596.0,50,25,2015,8.0,3.0,0.0
14825,2018-04-17,1139735,16038.68,25205,0.0,0.0,735.0,88186.0,50,26,2015,1.0,2.0,0.0
14826,2018-04-17,1139732,1625223.83,637043,2.0,3.0,1929.0,266600.0,50,13,2013,4.0,2.0,0.0
14828,2018-04-17,1141293,219911.11,124806,2.0,2.0,1038.0,161321.0,50,35,2016,7.0,2.0,1.0
14831,2018-04-17,1141511,840846.77,499500,0.0,0.0,2130.0,902926.0,50,1,2008,3.0,7.0,1.0
14832,2018-04-17,1142563,133098.23,93000,2.0,2.0,970.0,128026.0,50,48,2017,6.0,1.0,1.0
14837,2018-04-17,1141741,603236.49,326700,2.0,2.0,1088.0,531556.0,50,9,2012,6.0,3.0,0.0
14841,2018-04-17,1141743,21288.58,72332,2.0,1.0,1036.0,113296.0,50,44,2017,1.0,1.0,1.0
14844,2018-04-17,1141295,375315.46,282417,2.0,2.0,1117.0,378390.0,50,4,2009,5.0,6.0,0.0
14845,2018-04-17,1140854,29265.12,36392,2.0,1.0,782.0,131522.0,50,33,2016,3.0,7.0,0.0
14849,2018-04-17,1141744,98815.52,178000,3.0,2.0,1050.0,156664.0,50,18,2014,10.0,1.0,0.0
14851,2018-04-17,1141102,775507.63,274542,2.0,2.0,985.0,389106.0,50,11,2012,4.0,2.0,1.0
14855,2018-04-17,1141646,204460.32,78000,1.0,1.0,898.0,70513.0,50,30,2016,5.0,1.0,1.0
14857,2018-04-17,1138750,249536.69,79300,1.0,1.0,898.0,74334.0,50,36,2016,3.0,2.0,1.0
14858,2018-04-17,1142484,74165.99,66950,2.0,1.0,1075.0,79090.0,50,43,2017,5.0,1.0,1.0
14859,2018-04-17,1142594,260979.46,113000,1.0,1.0,862.0,156870.0,50,47,2017,3.0,1.0,1.0
14866,2018-04-16,1143242,500303.55,313405,2.0,2.0,960.0,428570.0,64,62,2017,9.0,1.0,1.0
14870,2018-04-16,1138933,357369.0,172855,2.0,2.0,1430.0,228920.0,64,55,2017,2.0,1.0,1.0
14876,2018-04-16,1143224,83885.36,101800,2.0,2.0,1175.0,203300.0,64,37,2016,7.0,2.0,0.0
14881,2018-04-16,1138479,148471.24,46681,2.0,0.0,1136.0,201726.0,64,26,2016,7.0,4.0,0.0
14885,2018-04-16,1138854,309561.41,200098,1.0,1.0,790.0,269643.0,64,33,2016,4.0,3.0,0.0
14886,2018-04-16,1144384,164235.11,96408,2.0,2.0,910.0,123233.0,64,8,2014,5.0,1.0,1.0
14895,2018-04-16,1138851,547882.27,354000,2.0,2.0,1505.0,414615.0,64,59,2017,4.0,1.0,1.0
14902,2018-04-16,1142413,228295.03,115796,1.0,1.0,700.0,162095.0,64,48,2016,13.0,3.0,1.0
14906,2018-04-16,1134670,392068.68,451080,0.0,0.0,1611.0,314440.0,64,27,2016,7.0,1.0,0.0
14911,2018-04-16,1138855,89509.19,125000,2.0,1.0,891.0,160704.0,64,60,2017,6.0,1.0,1.0
14912,2018-04-16,1143233,171480.56,135600,1.0,1.0,900.0,193466.0,64,47,2016,4.0,1.0,1.0
14913,2018-04-16,1138223,246277.43,117000,1.0,1.0,546.0,176345.0,64,32,2016,3.0,1.0,1.0
14917,2018-04-16,1140699,400914.55,286400,2.0,2.0,1673.0,364096.0,64,4,2012,4.0,6.0,0.0
14919,2018-04-13,1129608,152860.48,121800,2.0,1.0,995.0,235900.0,22,15,2016,11.0,1.0,1.0
14923,2018-04-13,1129460,361032.33,243400,2.0,2.0,1287.0,310330.0,22,5,2012,10.0,1.0,1.0
14928,2018-04-13,1129609,73312.82,88500,1.0,1.0,900.0,121195.0,22,17,2017,8.0,1.0,1.0
14929,2018-04-13,1140641,31666.72,256120,2.0,2.0,1072.0,318041.0,22,2,2011,2.0,6.0,1.0
14937,2018-04-13,1138703,445862.02,210536,0.0,0.0,1080.0,238116.0,22,9,2014,8.0,1.0,1.0
14941,2018-04-12,1141884,145825.5,91757,0.0,0.0,817.0,129166.0,65,8,2015,6.0,7.0,0.0
14945,2018-04-12,1119248,276068.16,232000,3.0,2.0,1461.0,282324.0,65,21,2017,4.0,1.0,1.0
14949,2018-04-12,1142063,1545719.11,1131000,3.0,3.0,2143.0,2436050.0,65,2,2012,5.0,1.0,1.0
14953,2018-04-12,1141817,635787.34,531000,2.0,2.0,1590.0,443200.0,65,3,2013,7.0,4.0,1.0
14958,2018-04-12,1139982,244517.72,112000,1.0,1.0,680.0,140128.0,65,16,2016,3.0,3.0,1.0
14960,2018-04-12,1132692,450720.05,442900,1.0,1.0,740.0,800000.0,65,4,2013,5.0,9.0,0.0
14961,2018-04-11,1141577,17855.78,198900,0.0,0.0,940.0,300384.0,64,59,2017,1.0,1.0,0.0
14962,2018-04-11,1141538,219578.6,56657,2.0,2.0,1000.0,165532.0,64,36,2016,5.0,5.0,0.0
14968,2018-04-11,1140022,346642.53,154600,0.0,1.0,497.0,235865.0,64,32,2016,2.0,1.0,1.0
14972,2018-04-11,1140138,108195.92,91000,2.0,2.0,815.0,106233.0,64,34,2016,3.0,1.0,1.0
14973,2018-04-11,1140412,180236.75,109200,1.0,1.0,750.0,131885.0,64,56,2017,4.0,1.0,1.0
14979,2018-04-11,1142679,280448.15,127602,1.0,1.0,507.0,172492.0,64,53,2017,4.0,1.0,1.0
14986,2018-04-11,1139784,508546.16,297128,2.0,2.0,1362.0,469633.0,64,30,2016,7.0,6.0,1.0
14987,2018-04-11,1140370,212802.9,127500,1.0,1.0,574.0,519500.0,64,15,2014,6.0,1.0,1.0
14990,2018-04-11,1140020,9633.8,88500,1.0,1.0,900.0,121195.0,64,58,2017,3.0,2.0,1.0
14991,2018-04-11,1140843,44635.98,81868,2.0,1.0,930.0,120131.0,64,62,2017,1.0,1.0,1.0
14993,2018-04-11,1140918,277195.18,210000,3.0,2.0,1464.0,246506.0,64,29,2016,4.0,1.0,1.0
14996,2018-04-11,1141185,224867.25,105000,3.0,2.0,1062.0,229200.0,64,50,2017,7.0,1.0,1.0
15003,2018-04-11,1133143,90530.91,144577,2.0,2.0,1095.0,195000.0,64,13,2014,7.0,1.0,1.0
15006,2018-04-11,1141283,24237.19,66950,2.0,1.0,1075.0,91826.0,64,12,2014,11.0,6.0,0.0
15007,2018-04-11,1140513,28208.3,595000,2.0,2.0,1790.0,861261.0,64,20,2015,4.0,2.0,0.0
15008,2018-04-11,1141178,330144.01,173424,0.0,1.0,639.0,267875.0,64,55,2017,6.0,1.0,1.0
15010,2018-04-11,1141193,29264.37,182574,3.0,2.0,1523.0,216562.0,64,63,2017,1.0,1.0,1.0
15012,2018-04-11,1141192,249555.71,120001,3.0,2.0,1169.0,229200.0,64,43,2017,5.0,1.0,1.0
15014,2018-04-11,1140215,292833.72,111565,1.0,1.0,699.0,124695.0,64,10,2014,5.0,1.0,1.0
15022,2018-04-11,1141180,173722.36,106080,2.0,2.0,870.0,124340.0,64,54,2017,4.0,1.0,1.0
15023,2018-04-11,1141576,314200.95,170000,2.0,2.0,910.0,343900.0,64,41,2016,4.0,2.0,1.0
15024,2018-04-10,1137837,150296.63,165000,3.0,2.0,1258.0,212245.0,38,35,2017,5.0,1.0,1.0
15032,2018-04-10,1132532,235042.94,123170,2.0,1.0,891.0,149895.0,38,32,2017,3.0,2.0,1.0
15034,2018-04-10,1141290,125466.15,102850,2.0,2.0,1180.0,114852.0,38,25,2016,2.0,6.0,0.0
15036,2018-04-10,1132534,146091.94,57015,1.0,1.0,670.0,146980.0,38,5,2013,3.0,4.0,0.0
15040,2018-04-10,1139182,243931.7,220000,2.0,2.0,1717.0,313500.0,38,4,2009,4.0,8.0,0.0
15044,2018-04-10,1137847,277553.64,105001,3.0,2.0,1062.0,133259.0,38,28,2016,4.0,1.0,1.0
15046,2018-04-10,1138502,356664.54,269800,2.0,2.0,960.0,453409.0,38,10,2014,5.0,2.0,0.0
15047,2018-04-10,1133021,252264.38,163894,3.0,2.0,1325.0,197626.0,38,20,2016,8.0,1.0,1.0
15051,2018-04-10,1141739,161883.05,314780,2.0,2.0,1174.0,436073.0,38,1,2008,6.0,4.0,1.0
15052,2018-04-10,1132539,396673.54,315000,3.0,2.0,2490.0,394829.0,38,13,2015,6.0,7.0,0.0
15054,2018-04-10,1109848,284051.98,142800,2.0,2.0,1415.0,193900.0,38,15,2015,4.0,1.0,1.0
15058,2018-04-09,1132675,28101.05,168916,2.0,2.0,1408.0,248872.0,57,14,2015,1.0,3.0,0.0
15060,2018-04-09,1132364,144802.29,102000,1.0,1.0,665.0,126210.0,57,39,2016,6.0,2.0,1.0
15076,2018-04-09,1132361,371357.27,198400,1.0,1.0,729.0,266600.0,57,48,2016,6.0,4.0,0.0
15079,2018-04-09,1132126,63905.84,99900,1.0,1.0,577.0,136467.0,57,31,2016,2.0,4.0,0.0
15092,2018-04-09,1136891,146021.49,99036,2.0,2.0,1000.0,219200.0,57,27,2016,3.0,2.0,1.0
15098,2018-04-09,1132134,282308.98,172860,0.0,1.0,551.0,311425.0,57,21,2016,4.5,7.0,0.0
15100,2018-04-09,1136889,249125.4,197140,2.0,1.0,672.0,227062.0,57,42,2016,6.0,2.0,0.0
15104,2018-04-09,1136898,217368.37,155550,1.0,1.0,679.0,242534.0,57,32,2016,2.0,6.0,0.0
15106,2018-04-09,1132751,208178.46,100800,1.0,1.0,679.0,128882.0,57,35,2016,6.0,1.0,1.0
15111,2018-04-06,1139145,121425.67,106472,3.0,2.0,1340.0,253328.0,23,19,2016,3.0,2.0,0.0
15114,2018-04-06,1140880,335362.32,132200,2.0,2.0,930.0,172027.0,23,5,2013,6.0,4.0,1.0
15116,2018-04-06,1136581,297082.13,96046,3.0,2.0,1340.0,228603.0,23,2,2009,2.0,3.0,0.0
15118,2018-04-06,1136602,162314.11,116774,1.0,1.0,760.0,129693.0,23,16,2015,2.0,5.0,0.0
15128,2018-04-06,1127265,172346.43,90000,2.0,2.0,960.0,148400.0,23,20,2016,6.0,1.0,1.0
15131,2018-04-05,1144173,143969.99,79040,0.0,1.0,380.0,198422.0,113,59,2017,2.0,1.0,1.0
15132,2018-04-05,1139541,64442.97,100882,2.0,2.0,1470.0,143588.0,113,45,2016,6.0,3.0,0.0
15134,2018-04-05,1139953,185613.76,71631,0.0,1.0,379.0,443200.0,113,36,2016,5.0,1.0,1.0
15136,2018-04-05,1140217,191018.54,86394,0.0,1.0,363.0,198422.0,113,55,2017,1.0,1.0,1.0
15137,2018-04-05,1139954,131257.0,86640,0.0,1.0,380.0,198422.0,113,35,2016,4.0,1.0,1.0
15139,2018-04-05,1140225,128004.54,78453,0.0,1.0,379.0,198422.0,113,57,2017,2.0,1.0,1.0
15140,2018-04-05,1140256,112989.85,83980,0.0,1.0,380.0,198422.0,113,61,2017,1.0,1.0,1.0
15142,2018-04-05,1139466,78895.14,90000,2.0,2.0,970.0,110255.0,113,21,2016,8.0,4.0,1.0
15143,2018-04-05,1141661,80030.04,90000,1.0,2.0,870.0,132558.0,113,70,2017,3.0,1.0,1.0
15144,2018-04-05,1140227,152315.76,70422,0.0,1.0,363.0,198422.0,113,6,2014,4.0,1.0,1.0
15146,2018-04-05,1140852,252049.16,219900,1.0,1.0,733.0,198422.0,113,49,2017,1.0,1.0,1.0
15148,2018-04-05,1139815,157801.53,69736,0.0,1.0,379.0,198422.0,113,32,2016,5.0,1.0,1.0
15150,2018-04-05,1139773,172354.87,63672,0.0,1.0,379.0,198422.0,113,27,2016,4.0,1.0,1.0
15152,2018-04-05,1139775,141391.83,61777,0.0,1.0,379.0,198422.0,113,29,2016,4.0,1.0,1.0
15153,2018-04-05,1140255,107165.72,81969,0.0,1.0,307.0,198422.0,113,63,2017,1.0,1.0,1.0
15156,2018-04-05,1140254,137730.71,68244,0.0,1.0,363.0,198422.0,113,58,2017,6.0,1.0,1.0
15157,2018-04-05,1139816,156821.69,79497,0.0,1.0,363.0,198422.0,113,33,2016,4.0,1.0,1.0
15163,2018-04-05,1140228,118057.65,74778,0.0,1.0,363.0,198422.0,113,56,2017,1.0,1.0,1.0
15165,2018-04-05,1139966,103836.25,72600,0.0,1.0,363.0,198422.0,113,66,2017,1.0,1.0,1.0
15168,2018-04-05,1139967,134225.32,76956,0.0,1.0,363.0,198422.0,113,48,2017,1.0,1.0,1.0
15169,2018-04-05,1140245,131689.7,94620,0.0,1.0,380.0,198422.0,113,65,2017,1.0,1.0,1.0
15170,2018-04-05,1139781,145448.74,67462,0.0,1.0,379.0,198422.0,113,31,2016,5.0,1.0,1.0
15171,2018-04-05,1139737,142891.86,81675,0.0,1.0,363.0,198422.0,113,37,2016,4.0,1.0,1.0
15172,2018-04-05,1140253,148482.36,75800,0.0,1.0,379.0,198422.0,113,64,2017,1.0,1.0,1.0
15177,2018-04-05,1140242,75359.63,82088,1.0,1.0,480.0,133655.0,113,72,2017,2.0,1.0,1.0
15179,2018-04-05,1139969,129209.73,79134,0.0,1.0,363.0,198422.0,113,54,2017,2.0,1.0,1.0
15187,2018-04-05,1140210,121016.87,90639,0.0,1.0,373.0,198422.0,113,40,2016,4.0,1.0,1.0
15188,2018-04-05,1139965,140658.5,73905,0.0,1.0,379.0,198422.0,113,38,2016,4.0,1.0,1.0
15190,2018-04-05,1139660,125016.35,79134,0.0,1.0,363.0,198422.0,113,34,2016,4.0,1.0,1.0
15192,2018-04-05,1139651,1805833.79,1749503,3.0,3.0,2214.0,2657380.0,113,71,2017,4.0,1.0,1.0
15195,2018-04-05,1140226,137519.55,65567,0.0,1.0,379.0,198422.0,113,60,2017,1.0,1.0,1.0
15198,2018-04-05,1139654,552429.01,251600,1.0,2.0,816.0,293285.0,113,75,2017,8.0,1.0,1.0
15200,2018-04-05,1139960,161030.17,88209,0.0,1.0,363.0,198422.0,113,39,2016,5.0,1.0,1.0
15201,2018-04-05,1139401,453186.59,183900,1.0,1.0,990.0,245963.0,113,41,2016,3.0,2.0,1.0
15203,2018-04-05,1140216,128479.66,83853,0.0,1.0,363.0,198422.0,113,50,2017,1.0,1.0,1.0
15209,2018-04-04,1143235,207405.43,267510,2.0,2.0,1218.0,340496.0,29,11,2015,7.0,4.0,0.0
15214,2018-04-04,1140642,131298.82,120000,3.0,2.0,1169.0,229200.0,29,15,2016,4.0,2.0,1.0
15216,2018-04-04,1140718,406156.12,390083,2.0,2.0,1290.0,421900.0,29,25,2017,5.0,4.0,1.0
15223,2018-04-04,1140475,75900.23,87700,3.0,2.0,1150.0,156697.0,29,7,2015,11.0,6.0,0.0
15226,2018-04-04,1141187,21052.58,17982,1.0,1.0,688.0,59740.0,29,29,2017,3.0,1.0,0.0
15227,2018-04-04,1140955,250413.65,56793,2.0,2.0,870.0,154590.0,29,3,2014,4.0,6.0,0.0
15230,2018-04-04,1123461,65433.05,155425,3.0,2.0,1180.0,185035.0,29,8,2015,5.0,5.0,0.0
15231,2018-04-03,1140169,186273.65,205000,3.0,2.0,1313.0,247523.0,10,10,2017,7.0,3.0,1.0
15232,2018-04-03,1140351,558747.84,234000,2.0,2.0,1505.0,300793.0,10,5,2015,5.0,2.0,1.0
15233,2018-04-03,1137399,58460.8,69930,2.0,1.0,800.0,85393.0,10,8,2016,3.0,1.0,0.0
15238,2018-04-03,1137398,60711.39,66950,2.0,1.0,1075.0,89800.0,10,9,2016,3.0,1.0,1.0
15239,2018-04-03,1136363,211981.03,158700,3.0,2.0,1550.0,168561.0,10,7,2016,5.0,2.0,1.0
15242,2018-04-02,1125825,101186.48,109140,2.0,2.0,1004.0,139071.0,44,21,2016,3.0,1.0,1.0
